epoch (ms),time (-00:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1584096484831,2020-03-13T10:48:04.831,0.000,1.098,5.175,0.694
1584096484850,2020-03-13T10:48:04.850,0.019,1.090,4.154,0.686
1584096484871,2020-03-13T10:48:04.871,0.040,1.654,2.355,0.434
1584096484891,2020-03-13T10:48:04.891,0.060,1.784,0.655,0.290
1584096484910,2020-03-13T10:48:04.910,0.079,1.646,-0.343,0.252
1584096484931,2020-03-13T10:48:04.931,0.100,0.671,-1.265,0.556
1584096484950,2020-03-13T10:48:04.950,0.119,-0.206,-2.386,0.869
1584096484970,2020-03-13T10:48:04.970,0.139,-0.633,-2.149,1.242
1584096484989,2020-03-13T10:48:04.989,0.158,-0.915,-1.593,2.043
1584096485010,2020-03-13T10:48:05.010,0.179,-1.128,-1.258,2.866
1584096485030,2020-03-13T10:48:05.030,0.199,-1.372,-1.380,3.270
1584096485049,2020-03-13T10:48:05.049,0.218,-1.319,-3.399,3.415
1584096485070,2020-03-13T10:48:05.070,0.239,-1.677,-5.877,4.543
1584096485089,2020-03-13T10:48:05.089,0.258,-2.934,-8.498,6.273
1584096485109,2020-03-13T10:48:05.109,0.278,-4.093,-8.537,7.226
1584096485128,2020-03-13T10:48:05.128,0.297,-3.857,-4.566,5.686
1584096485149,2020-03-13T10:48:05.149,0.318,-3.460,-0.960,3.720
1584096485169,2020-03-13T10:48:05.169,0.338,-3.613,-1.410,3.415
1584096485188,2020-03-13T10:48:05.188,0.357,-3.643,-2.584,2.729
1584096485209,2020-03-13T10:48:05.209,0.378,-2.950,-2.188,1.616
1584096485228,2020-03-13T10:48:05.228,0.397,-1.677,-0.061,0.823
1584096485248,2020-03-13T10:48:05.248,0.417,-0.305,2.713,0.130
1584096485268,2020-03-13T10:48:05.268,0.437,0.495,3.620,-0.655
1584096485288,2020-03-13T10:48:05.288,0.457,1.242,1.052,-1.288
1584096485307,2020-03-13T10:48:05.307,0.476,1.677,-2.790,-1.540
1584096485328,2020-03-13T10:48:05.328,0.497,2.287,-3.902,-1.616
1584096485348,2020-03-13T10:48:05.348,0.517,2.927,-1.402,-1.692
1584096485367,2020-03-13T10:48:05.367,0.536,3.239,1.288,-1.784
1584096485388,2020-03-13T10:48:05.388,0.557,3.445,0.777,-2.149
1584096485407,2020-03-13T10:48:05.407,0.576,3.598,-1.845,-2.652
1584096485427,2020-03-13T10:48:05.427,0.596,3.407,-3.674,-2.934
1584096485446,2020-03-13T10:48:05.446,0.615,2.843,-3.552,-2.988
1584096485467,2020-03-13T10:48:05.467,0.636,1.898,-2.599,-2.066
1584096485487,2020-03-13T10:48:05.487,0.656,1.311,-1.296,-1.601
1584096485506,2020-03-13T10:48:05.506,0.675,0.831,-0.396,-1.212
1584096485527,2020-03-13T10:48:05.527,0.696,0.671,-0.252,-0.518
1584096485546,2020-03-13T10:48:05.546,0.715,0.998,-0.213,-0.495
1584096485566,2020-03-13T10:48:05.566,0.735,1.098,-0.335,-0.450
1584096485585,2020-03-13T10:48:05.585,0.754,0.938,-0.107,-0.267
1584096485606,2020-03-13T10:48:05.606,0.775,0.617,0.907,-0.114
1584096485626,2020-03-13T10:48:05.626,0.795,0.290,1.593,-0.145
1584096485645,2020-03-13T10:48:05.645,0.814,0.130,0.678,-0.488
1584096485666,2020-03-13T10:48:05.666,0.835,0.617,-0.366,-0.998
1584096485685,2020-03-13T10:48:05.685,0.854,0.976,-0.198,-0.938
1584096485706,2020-03-13T10:48:05.706,0.875,1.174,0.716,-1.288
1584096485725,2020-03-13T10:48:05.725,0.894,1.410,1.220,-1.570
1584096485745,2020-03-13T10:48:05.745,0.914,1.479,0.206,-0.152
1584096485764,2020-03-13T10:48:05.764,0.933,1.136,0.640,0.015
1584096485785,2020-03-13T10:48:05.785,0.954,0.861,2.203,0.107
1584096485805,2020-03-13T10:48:05.805,0.974,0.823,2.820,0.183
1584096485824,2020-03-13T10:48:05.824,0.993,0.861,1.989,-0.114
1584096485845,2020-03-13T10:48:05.845,1.014,1.212,0.358,-0.793
1584096485864,2020-03-13T10:48:05.864,1.033,1.197,-0.694,-0.701
1584096485884,2020-03-13T10:48:05.884,1.053,0.854,-0.495,-0.899
1584096485903,2020-03-13T10:48:05.903,1.072,0.625,0.290,-0.518
1584096485924,2020-03-13T10:48:05.924,1.093,0.511,0.724,-0.137
1584096485944,2020-03-13T10:48:05.944,1.113,0.716,0.595,-0.061
1584096485963,2020-03-13T10:48:05.963,1.132,0.831,0.030,0.053
1584096485984,2020-03-13T10:48:05.984,1.153,0.983,0.442,0.259
