epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584097341648,2020-03-13T11:02:21.648,0.000,-0.270,-0.087,0.913
1584097341668,2020-03-13T11:02:21.668,0.020,-0.270,-0.086,0.920
1584097341687,2020-03-13T11:02:21.687,0.039,-0.279,-0.085,0.912
1584097341708,2020-03-13T11:02:21.708,0.060,-0.281,-0.085,0.912
1584097341727,2020-03-13T11:02:21.727,0.079,-0.281,-0.085,0.915
1584097341747,2020-03-13T11:02:21.747,0.099,-0.281,-0.085,0.910
1584097341768,2020-03-13T11:02:21.768,0.120,-0.284,-0.084,0.909
1584097341787,2020-03-13T11:02:21.787,0.139,-0.282,-0.082,0.915
1584097341808,2020-03-13T11:02:21.808,0.160,-0.277,-0.084,0.917
1584097341827,2020-03-13T11:02:21.827,0.179,-0.278,-0.084,0.913
1584097341847,2020-03-13T11:02:21.847,0.199,-0.279,-0.086,0.911
1584097341866,2020-03-13T11:02:21.866,0.218,-0.276,-0.088,0.917
1584097341887,2020-03-13T11:02:21.887,0.239,-0.271,-0.086,0.918
1584097341907,2020-03-13T11:02:21.907,0.259,-0.266,-0.084,0.914
1584097341926,2020-03-13T11:02:21.926,0.278,-0.269,-0.086,0.914
1584097341947,2020-03-13T11:02:21.947,0.299,-0.269,-0.087,0.918
1584097341966,2020-03-13T11:02:21.966,0.318,-0.263,-0.088,0.919
1584097341986,2020-03-13T11:02:21.986,0.338,-0.266,-0.089,0.917
1584097342005,2020-03-13T11:02:22.005,0.357,-0.269,-0.089,0.919
1584097342026,2020-03-13T11:02:22.026,0.378,-0.265,-0.088,0.922
1584097342045,2020-03-13T11:02:22.045,0.397,-0.267,-0.086,0.915
1584097342065,2020-03-13T11:02:22.065,0.417,-0.275,-0.086,0.912
1584097342086,2020-03-13T11:02:22.086,0.438,-0.272,-0.087,0.918
1584097342105,2020-03-13T11:02:22.105,0.457,-0.263,-0.086,0.920
1584097342125,2020-03-13T11:02:22.125,0.477,-0.269,-0.086,0.915
1584097342144,2020-03-13T11:02:22.144,0.496,-0.277,-0.087,0.912
1584097342165,2020-03-13T11:02:22.165,0.517,-0.272,-0.086,0.919
1584097342184,2020-03-13T11:02:22.184,0.536,-0.265,-0.089,0.921
1584097342204,2020-03-13T11:02:22.204,0.556,-0.270,-0.086,0.916
1584097342225,2020-03-13T11:02:22.225,0.577,-0.280,-0.082,0.910
1584097342244,2020-03-13T11:02:22.244,0.596,-0.278,-0.082,0.917
1584097342265,2020-03-13T11:02:22.265,0.617,-0.272,-0.084,0.917
1584097342284,2020-03-13T11:02:22.284,0.636,-0.279,-0.083,0.911
1584097342304,2020-03-13T11:02:22.304,0.656,-0.287,-0.084,0.914
1584097342323,2020-03-13T11:02:22.323,0.675,-0.279,-0.088,0.917
1584097342344,2020-03-13T11:02:22.344,0.696,-0.267,-0.088,0.917
1584097342364,2020-03-13T11:02:22.364,0.716,-0.266,-0.089,0.915
1584097342383,2020-03-13T11:02:22.383,0.735,-0.271,-0.087,0.915
1584097342404,2020-03-13T11:02:22.404,0.756,-0.271,-0.087,0.920
1584097342423,2020-03-13T11:02:22.423,0.775,-0.268,-0.086,0.919
1584097342443,2020-03-13T11:02:22.443,0.795,-0.269,-0.087,0.915
1584097342462,2020-03-13T11:02:22.462,0.814,-0.274,-0.088,0.919
1584097342483,2020-03-13T11:02:22.483,0.835,-0.272,-0.087,0.918
