epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584097036100,2020-03-13T10:57:16.100,0.000,-0.246,-0.084,0.916
1584097036120,2020-03-13T10:57:16.120,0.020,-0.248,-0.087,0.925
1584097036140,2020-03-13T10:57:16.140,0.040,-0.251,-0.086,0.921
1584097036159,2020-03-13T10:57:16.159,0.059,-0.254,-0.086,0.921
1584097036180,2020-03-13T10:57:16.180,0.080,-0.252,-0.085,0.921
1584097036200,2020-03-13T10:57:16.200,0.100,-0.252,-0.087,0.922
1584097036219,2020-03-13T10:57:16.219,0.119,-0.251,-0.089,0.922
1584097036240,2020-03-13T10:57:16.240,0.140,-0.253,-0.088,0.919
1584097036259,2020-03-13T10:57:16.259,0.159,-0.255,-0.087,0.919
1584097036279,2020-03-13T10:57:16.279,0.179,-0.259,-0.085,0.920
1584097036298,2020-03-13T10:57:16.298,0.198,-0.256,-0.085,0.919
1584097036319,2020-03-13T10:57:16.319,0.219,-0.255,-0.086,0.919
1584097036339,2020-03-13T10:57:16.339,0.239,-0.256,-0.087,0.919
1584097036358,2020-03-13T10:57:16.358,0.258,-0.253,-0.087,0.921
1584097036379,2020-03-13T10:57:16.379,0.279,-0.247,-0.087,0.924
1584097036398,2020-03-13T10:57:16.398,0.298,-0.253,-0.085,0.923
1584097036418,2020-03-13T10:57:16.418,0.318,-0.254,-0.087,0.922
1584097036437,2020-03-13T10:57:16.437,0.337,-0.240,-0.088,0.925
1584097036458,2020-03-13T10:57:16.458,0.358,-0.232,-0.087,0.926
1584097036478,2020-03-13T10:57:16.478,0.378,-0.236,-0.089,0.925
1584097036497,2020-03-13T10:57:16.497,0.397,-0.249,-0.089,0.921
1584097036518,2020-03-13T10:57:16.518,0.418,-0.246,-0.088,0.923
1584097036537,2020-03-13T10:57:16.537,0.437,-0.233,-0.090,0.927
1584097036558,2020-03-13T10:57:16.558,0.458,-0.232,-0.089,0.927
1584097036577,2020-03-13T10:57:16.577,0.477,-0.237,-0.090,0.923
1584097036597,2020-03-13T10:57:16.597,0.497,-0.241,-0.091,0.924
1584097036618,2020-03-13T10:57:16.618,0.518,-0.240,-0.089,0.926
1584097036637,2020-03-13T10:57:16.637,0.537,-0.237,-0.090,0.927
1584097036657,2020-03-13T10:57:16.657,0.557,-0.238,-0.089,0.924
1584097036676,2020-03-13T10:57:16.676,0.576,-0.239,-0.091,0.926
1584097036697,2020-03-13T10:57:16.697,0.597,-0.238,-0.089,0.926
1584097036716,2020-03-13T10:57:16.716,0.616,-0.238,-0.090,0.924
1584097036736,2020-03-13T10:57:16.736,0.636,-0.237,-0.091,0.927
1584097036755,2020-03-13T10:57:16.755,0.655,-0.236,-0.089,0.925
1584097036776,2020-03-13T10:57:16.776,0.676,-0.239,-0.088,0.924
1584097036796,2020-03-13T10:57:16.796,0.696,-0.241,-0.088,0.926
1584097036815,2020-03-13T10:57:16.815,0.715,-0.236,-0.088,0.927
1584097036836,2020-03-13T10:57:16.836,0.736,-0.239,-0.087,0.926
1584097036855,2020-03-13T10:57:16.855,0.755,-0.239,-0.087,0.925
1584097036875,2020-03-13T10:57:16.875,0.775,-0.235,-0.089,0.926
1584097036894,2020-03-13T10:57:16.894,0.794,-0.234,-0.088,0.927
1584097036915,2020-03-13T10:57:16.915,0.815,-0.234,-0.087,0.926
1584097036935,2020-03-13T10:57:16.935,0.835,-0.235,-0.089,0.928
1584097036954,2020-03-13T10:57:16.954,0.854,-0.238,-0.089,0.927
1584097036975,2020-03-13T10:57:16.975,0.875,-0.238,-0.089,0.926
1584097036994,2020-03-13T10:57:16.994,0.894,-0.235,-0.088,0.928
1584097037015,2020-03-13T10:57:17.015,0.915,-0.235,-0.089,0.927
1584097037034,2020-03-13T10:57:17.034,0.934,-0.235,-0.089,0.928
1584097037054,2020-03-13T10:57:17.054,0.954,-0.233,-0.089,0.927
1584097037075,2020-03-13T10:57:17.075,0.975,-0.233,-0.088,0.928
1584097037094,2020-03-13T10:57:17.094,0.994,-0.235,-0.090,0.925
1584097037114,2020-03-13T10:57:17.114,1.014,-0.239,-0.088,0.927
1584097037133,2020-03-13T10:57:17.133,1.033,-0.234,-0.088,0.928
1584097037154,2020-03-13T10:57:17.154,1.054,-0.233,-0.089,0.927
1584097037173,2020-03-13T10:57:17.173,1.073,-0.240,-0.088,0.926
1584097037193,2020-03-13T10:57:17.193,1.093,-0.238,-0.088,0.925
1584097037214,2020-03-13T10:57:17.214,1.114,-0.232,-0.089,0.928
1584097037233,2020-03-13T10:57:17.233,1.133,-0.236,-0.090,0.927
1584097037253,2020-03-13T10:57:17.253,1.153,-0.238,-0.088,0.926
1584097037272,2020-03-13T10:57:17.272,1.172,-0.235,-0.087,0.927
1584097037293,2020-03-13T10:57:17.293,1.193,-0.238,-0.087,0.926
1584097037312,2020-03-13T10:57:17.312,1.212,-0.240,-0.089,0.927
1584097037332,2020-03-13T10:57:17.332,1.232,-0.239,-0.088,0.926
1584097037353,2020-03-13T10:57:17.353,1.253,-0.237,-0.089,0.927
1584097037372,2020-03-13T10:57:17.372,1.272,-0.239,-0.088,0.925
1584097037392,2020-03-13T10:57:17.392,1.292,-0.237,-0.089,0.927
1584097037412,2020-03-13T10:57:17.412,1.312,-0.236,-0.088,0.926
1584097037432,2020-03-13T10:57:17.432,1.332,-0.240,-0.086,0.925
1584097037451,2020-03-13T10:57:17.451,1.351,-0.243,-0.086,0.925
1584097037472,2020-03-13T10:57:17.472,1.372,-0.241,-0.086,0.923
1584097037492,2020-03-13T10:57:17.492,1.392,-0.239,-0.087,0.927
1584097037511,2020-03-13T10:57:17.511,1.411,-0.238,-0.088,0.926
1584097037532,2020-03-13T10:57:17.532,1.432,-0.240,-0.088,0.924
1584097037551,2020-03-13T10:57:17.551,1.451,-0.240,-0.087,0.926
1584097037571,2020-03-13T10:57:17.571,1.471,-0.238,-0.089,0.926
1584097037590,2020-03-13T10:57:17.590,1.490,-0.236,-0.088,0.925
1584097037611,2020-03-13T10:57:17.611,1.511,-0.240,-0.088,0.926
1584097037630,2020-03-13T10:57:17.630,1.530,-0.239,-0.089,0.926
1584097037650,2020-03-13T10:57:17.650,1.550,-0.238,-0.088,0.926
1584097037671,2020-03-13T10:57:17.671,1.571,-0.241,-0.088,0.926
1584097037690,2020-03-13T10:57:17.690,1.590,-0.240,-0.088,0.926
1584097037710,2020-03-13T10:57:17.710,1.610,-0.237,-0.089,0.928
1584097037729,2020-03-13T10:57:17.729,1.629,-0.237,-0.089,0.926
1584097037750,2020-03-13T10:57:17.750,1.650,-0.237,-0.089,0.925
1584097037769,2020-03-13T10:57:17.769,1.669,-0.237,-0.088,0.928
1584097037789,2020-03-13T10:57:17.789,1.689,-0.235,-0.089,0.927
1584097037810,2020-03-13T10:57:17.810,1.710,-0.238,-0.089,0.927
1584097037829,2020-03-13T10:57:17.829,1.729,-0.238,-0.089,0.928
1584097037850,2020-03-13T10:57:17.850,1.750,-0.235,-0.089,0.928
1584097037869,2020-03-13T10:57:17.869,1.769,-0.240,-0.088,0.928
1584097037889,2020-03-13T10:57:17.889,1.789,-0.244,-0.088,0.925
1584097037908,2020-03-13T10:57:17.908,1.808,-0.237,-0.088,0.926
1584097037929,2020-03-13T10:57:17.929,1.829,-0.238,-0.089,0.925
1584097037949,2020-03-13T10:57:17.949,1.849,-0.239,-0.089,0.925
1584097037968,2020-03-13T10:57:17.968,1.868,-0.235,-0.088,0.926
1584097037989,2020-03-13T10:57:17.989,1.889,-0.239,-0.088,0.926
1584097038008,2020-03-13T10:57:18.008,1.908,-0.243,-0.088,0.926
1584097038028,2020-03-13T10:57:18.028,1.928,-0.238,-0.088,0.926
1584097038047,2020-03-13T10:57:18.047,1.947,-0.235,-0.088,0.925
1584097038068,2020-03-13T10:57:18.068,1.968,-0.243,-0.089,0.925
1584097038088,2020-03-13T10:57:18.088,1.988,-0.241,-0.088,0.928
1584097038107,2020-03-13T10:57:18.107,2.007,-0.239,-0.087,0.926
1584097038128,2020-03-13T10:57:18.128,2.028,-0.241,-0.087,0.924
1584097038147,2020-03-13T10:57:18.147,2.047,-0.240,-0.088,0.926
1584097038167,2020-03-13T10:57:18.167,2.067,-0.237,-0.088,0.927
1584097038186,2020-03-13T10:57:18.186,2.086,-0.240,-0.089,0.926
1584097038207,2020-03-13T10:57:18.207,2.107,-0.242,-0.089,0.925
1584097038227,2020-03-13T10:57:18.227,2.127,-0.235,-0.087,0.928
1584097038246,2020-03-13T10:57:18.246,2.146,-0.238,-0.087,0.927
1584097038267,2020-03-13T10:57:18.267,2.167,-0.244,-0.087,0.926
1584097038286,2020-03-13T10:57:18.286,2.186,-0.241,-0.088,0.926
1584097038307,2020-03-13T10:57:18.307,2.207,-0.236,-0.086,0.929
1584097038326,2020-03-13T10:57:18.326,2.226,-0.237,-0.089,0.927
1584097038346,2020-03-13T10:57:18.346,2.246,-0.240,-0.089,0.926
1584097038367,2020-03-13T10:57:18.367,2.267,-0.241,-0.090,0.925
1584097038386,2020-03-13T10:57:18.386,2.286,-0.240,-0.092,0.926
1584097038406,2020-03-13T10:57:18.406,2.306,-0.239,-0.089,0.926
1584097038425,2020-03-13T10:57:18.425,2.325,-0.232,-0.089,0.929
1584097038446,2020-03-13T10:57:18.446,2.346,-0.236,-0.087,0.926
1584097038465,2020-03-13T10:57:18.465,2.365,-0.244,-0.088,0.927
1584097038485,2020-03-13T10:57:18.485,2.385,-0.245,-0.086,0.925
1584097038504,2020-03-13T10:57:18.504,2.404,-0.242,-0.085,0.924
1584097038525,2020-03-13T10:57:18.525,2.425,-0.240,-0.088,0.926
1584097038545,2020-03-13T10:57:18.545,2.445,-0.238,-0.089,0.928
1584097038564,2020-03-13T10:57:18.564,2.464,-0.249,-0.088,0.924
1584097038585,2020-03-13T10:57:18.585,2.485,-0.250,-0.088,0.921
1584097038604,2020-03-13T10:57:18.604,2.504,-0.235,-0.089,0.929
1584097038624,2020-03-13T10:57:18.624,2.524,-0.234,-0.087,0.930
1584097038643,2020-03-13T10:57:18.643,2.543,-0.242,-0.088,0.924
1584097038664,2020-03-13T10:57:18.664,2.564,-0.239,-0.089,0.923
1584097038684,2020-03-13T10:57:18.684,2.584,-0.236,-0.090,0.928
1584097038704,2020-03-13T10:57:18.704,2.604,-0.241,-0.089,0.928
1584097038724,2020-03-13T10:57:18.724,2.624,-0.242,-0.088,0.925
1584097038743,2020-03-13T10:57:18.743,2.643,-0.245,-0.088,0.926
1584097038764,2020-03-13T10:57:18.764,2.664,-0.241,-0.087,0.928
1584097038783,2020-03-13T10:57:18.783,2.683,-0.240,-0.087,0.927
1584097038803,2020-03-13T10:57:18.803,2.703,-0.244,-0.084,0.925
1584097038824,2020-03-13T10:57:18.824,2.724,-0.241,-0.085,0.926
1584097038843,2020-03-13T10:57:18.843,2.743,-0.242,-0.087,0.927
1584097038863,2020-03-13T10:57:18.863,2.763,-0.242,-0.087,0.922
1584097038882,2020-03-13T10:57:18.882,2.782,-0.243,-0.086,0.905
