epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584011190024,2020-03-12T11:06:30.024,0.000,-0.223,-0.073,0.920
1584011190043,2020-03-12T11:06:30.043,0.019,-0.219,-0.075,0.934
1584011190063,2020-03-12T11:06:30.063,0.039,-0.207,-0.076,0.939
1584011190084,2020-03-12T11:06:30.084,0.060,-0.219,-0.076,0.933
1584011190103,2020-03-12T11:06:30.103,0.079,-0.231,-0.075,0.927
1584011190123,2020-03-12T11:06:30.123,0.099,-0.222,-0.073,0.930
1584011190143,2020-03-12T11:06:30.143,0.119,-0.210,-0.072,0.933
1584011190163,2020-03-12T11:06:30.163,0.139,-0.212,-0.074,0.934
1584011190182,2020-03-12T11:06:30.182,0.158,-0.220,-0.074,0.932
1584011190203,2020-03-12T11:06:30.203,0.179,-0.222,-0.073,0.932
1584011190223,2020-03-12T11:06:30.223,0.199,-0.218,-0.073,0.933
1584011190242,2020-03-12T11:06:30.242,0.218,-0.222,-0.073,0.930
1584011190263,2020-03-12T11:06:30.263,0.239,-0.222,-0.074,0.930
1584011190282,2020-03-12T11:06:30.282,0.258,-0.209,-0.076,0.935
1584011190302,2020-03-12T11:06:30.302,0.278,-0.199,-0.076,0.938
1584011190321,2020-03-12T11:06:30.321,0.297,-0.205,-0.074,0.934
1584011190342,2020-03-12T11:06:30.342,0.318,-0.216,-0.075,0.932
1584011190361,2020-03-12T11:06:30.361,0.337,-0.211,-0.076,0.936
1584011190381,2020-03-12T11:06:30.381,0.357,-0.201,-0.078,0.938
1584011190402,2020-03-12T11:06:30.402,0.378,-0.196,-0.078,0.942
1584011190421,2020-03-12T11:06:30.421,0.397,-0.204,-0.076,0.937
1584011190441,2020-03-12T11:06:30.441,0.417,-0.212,-0.077,0.930
1584011190460,2020-03-12T11:06:30.460,0.436,-0.211,-0.077,0.934
1584011190481,2020-03-12T11:06:30.481,0.457,-0.209,-0.077,0.941
1584011190500,2020-03-12T11:06:30.500,0.476,-0.217,-0.074,0.933
1584011190520,2020-03-12T11:06:30.520,0.496,-0.224,-0.073,0.929
1584011190541,2020-03-12T11:06:30.541,0.517,-0.221,-0.074,0.933
1584011190560,2020-03-12T11:06:30.560,0.536,-0.208,-0.074,0.937
1584011190581,2020-03-12T11:06:30.581,0.557,-0.207,-0.075,0.937
1584011190600,2020-03-12T11:06:30.600,0.576,-0.213,-0.075,0.932
1584011190620,2020-03-12T11:06:30.620,0.596,-0.216,-0.073,0.933
1584011190639,2020-03-12T11:06:30.639,0.615,-0.218,-0.070,0.933
1584011190660,2020-03-12T11:06:30.660,0.636,-0.222,-0.072,0.931
1584011190680,2020-03-12T11:06:30.680,0.656,-0.219,-0.074,0.933
1584011190699,2020-03-12T11:06:30.699,0.675,-0.218,-0.076,0.933
1584011190720,2020-03-12T11:06:30.720,0.696,-0.218,-0.076,0.934
1584011190739,2020-03-12T11:06:30.739,0.715,-0.214,-0.077,0.934
1584011190759,2020-03-12T11:06:30.759,0.735,-0.208,-0.076,0.936
1584011190778,2020-03-12T11:06:30.778,0.754,-0.208,-0.075,0.935
1584011190799,2020-03-12T11:06:30.799,0.775,-0.214,-0.076,0.935
1584011190819,2020-03-12T11:06:30.819,0.795,-0.215,-0.075,0.934
1584011190838,2020-03-12T11:06:30.838,0.814,-0.214,-0.074,0.934
1584011190859,2020-03-12T11:06:30.859,0.835,-0.213,-0.077,0.935
1584011190878,2020-03-12T11:06:30.878,0.854,-0.212,-0.074,0.933
1584011190898,2020-03-12T11:06:30.898,0.874,-0.213,-0.075,0.936
1584011190917,2020-03-12T11:06:30.917,0.893,-0.211,-0.077,0.935
1584011190938,2020-03-12T11:06:30.938,0.914,-0.209,-0.078,0.935
1584011190957,2020-03-12T11:06:30.957,0.933,-0.212,-0.076,0.935
1584011190977,2020-03-12T11:06:30.977,0.953,-0.219,-0.076,0.934
1584011190998,2020-03-12T11:06:30.998,0.974,-0.215,-0.074,0.935
1584011191017,2020-03-12T11:06:31.017,0.993,-0.211,-0.075,0.935
1584011191038,2020-03-12T11:06:31.038,1.014,-0.216,-0.075,0.932
1584011191057,2020-03-12T11:06:31.057,1.033,-0.212,-0.074,0.936
1584011191077,2020-03-12T11:06:31.077,1.053,-0.210,-0.076,0.938
1584011191096,2020-03-12T11:06:31.096,1.072,-0.207,-0.074,0.935
1584011191117,2020-03-12T11:06:31.117,1.093,-0.212,-0.074,0.932
1584011191137,2020-03-12T11:06:31.137,1.113,-0.217,-0.075,0.934
1584011191156,2020-03-12T11:06:31.156,1.132,-0.213,-0.074,0.936
1584011191177,2020-03-12T11:06:31.177,1.153,-0.209,-0.075,0.934
1584011191196,2020-03-12T11:06:31.196,1.172,-0.216,-0.076,0.933
1584011191216,2020-03-12T11:06:31.216,1.192,-0.218,-0.076,0.934
1584011191235,2020-03-12T11:06:31.235,1.211,-0.214,-0.074,0.937
1584011191256,2020-03-12T11:06:31.256,1.232,-0.209,-0.075,0.937
1584011191276,2020-03-12T11:06:31.276,1.252,-0.211,-0.075,0.934
1584011191295,2020-03-12T11:06:31.295,1.271,-0.216,-0.075,0.935
1584011191316,2020-03-12T11:06:31.316,1.292,-0.214,-0.074,0.934
1584011191335,2020-03-12T11:06:31.335,1.311,-0.212,-0.074,0.935
1584011191355,2020-03-12T11:06:31.355,1.331,-0.217,-0.074,0.933
1584011191374,2020-03-12T11:06:31.374,1.350,-0.216,-0.075,0.933
1584011191395,2020-03-12T11:06:31.395,1.371,-0.211,-0.075,0.936
1584011191415,2020-03-12T11:06:31.415,1.391,-0.212,-0.074,0.934
1584011191435,2020-03-12T11:06:31.435,1.411,-0.216,-0.073,0.931
1584011191455,2020-03-12T11:06:31.455,1.431,-0.214,-0.074,0.936
1584011191474,2020-03-12T11:06:31.474,1.450,-0.209,-0.074,0.935
1584011191495,2020-03-12T11:06:31.495,1.471,-0.213,-0.075,0.935
1584011191514,2020-03-12T11:06:31.514,1.490,-0.219,-0.077,0.933
1584011191534,2020-03-12T11:06:31.534,1.510,-0.216,-0.075,0.935
1584011191555,2020-03-12T11:06:31.555,1.531,-0.216,-0.073,0.935
