epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584012867829,2020-03-12T11:34:27.829,0.000,-0.340,-0.063,0.890
1584012867848,2020-03-12T11:34:27.848,0.019,-0.344,-0.066,0.895
1584012867869,2020-03-12T11:34:27.869,0.040,-0.350,-0.067,0.891
1584012867889,2020-03-12T11:34:27.889,0.060,-0.349,-0.068,0.893
1584012867908,2020-03-12T11:34:27.908,0.079,-0.337,-0.068,0.899
1584012867929,2020-03-12T11:34:27.929,0.100,-0.335,-0.065,0.896
1584012867948,2020-03-12T11:34:27.948,0.119,-0.342,-0.067,0.895
1584012867968,2020-03-12T11:34:27.968,0.139,-0.348,-0.069,0.893
1584012867988,2020-03-12T11:34:27.988,0.159,-0.346,-0.068,0.894
1584012868008,2020-03-12T11:34:28.008,0.179,-0.338,-0.068,0.895
1584012868029,2020-03-12T11:34:28.029,0.200,-0.336,-0.070,0.898
1584012868048,2020-03-12T11:34:28.048,0.219,-0.343,-0.070,0.896
1584012868068,2020-03-12T11:34:28.068,0.239,-0.349,-0.070,0.889
1584012868087,2020-03-12T11:34:28.087,0.258,-0.349,-0.069,0.891
1584012868108,2020-03-12T11:34:28.108,0.279,-0.343,-0.070,0.897
1584012868127,2020-03-12T11:34:28.127,0.298,-0.332,-0.069,0.899
1584012868147,2020-03-12T11:34:28.147,0.318,-0.338,-0.070,0.898
1584012868168,2020-03-12T11:34:28.168,0.339,-0.345,-0.069,0.892
1584012868187,2020-03-12T11:34:28.187,0.358,-0.344,-0.070,0.893
1584012868207,2020-03-12T11:34:28.207,0.378,-0.337,-0.070,0.895
1584012868226,2020-03-12T11:34:28.226,0.397,-0.338,-0.069,0.895
1584012868247,2020-03-12T11:34:28.247,0.418,-0.342,-0.070,0.894
1584012868266,2020-03-12T11:34:28.266,0.437,-0.348,-0.071,0.896
1584012868286,2020-03-12T11:34:28.286,0.457,-0.343,-0.071,0.891
1584012868307,2020-03-12T11:34:28.307,0.478,-0.340,-0.069,0.893
1584012868326,2020-03-12T11:34:28.326,0.497,-0.344,-0.072,0.897
1584012868346,2020-03-12T11:34:28.346,0.517,-0.342,-0.073,0.896
1584012868365,2020-03-12T11:34:28.365,0.536,-0.336,-0.071,0.896
1584012868386,2020-03-12T11:34:28.386,0.557,-0.332,-0.070,0.898
1584012868405,2020-03-12T11:34:28.405,0.576,-0.335,-0.071,0.901
1584012868426,2020-03-12T11:34:28.426,0.597,-0.341,-0.073,0.897
1584012868446,2020-03-12T11:34:28.446,0.617,-0.346,-0.073,0.892
1584012868465,2020-03-12T11:34:28.465,0.636,-0.342,-0.072,0.895
1584012868486,2020-03-12T11:34:28.486,0.657,-0.336,-0.073,0.901
1584012868505,2020-03-12T11:34:28.505,0.676,-0.338,-0.072,0.897
1584012868525,2020-03-12T11:34:28.525,0.696,-0.339,-0.071,0.894
1584012868544,2020-03-12T11:34:28.544,0.715,-0.341,-0.072,0.895
1584012868565,2020-03-12T11:34:28.565,0.736,-0.342,-0.072,0.897
1584012868585,2020-03-12T11:34:28.585,0.756,-0.340,-0.070,0.897
1584012868604,2020-03-12T11:34:28.604,0.775,-0.344,-0.071,0.893
1584012868625,2020-03-12T11:34:28.625,0.796,-0.341,-0.072,0.895
1584012868644,2020-03-12T11:34:28.644,0.815,-0.340,-0.071,0.899
1584012868664,2020-03-12T11:34:28.664,0.835,-0.342,-0.071,0.894
1584012868683,2020-03-12T11:34:28.683,0.854,-0.344,-0.071,0.891
1584012868704,2020-03-12T11:34:28.704,0.875,-0.343,-0.072,0.899
1584012868724,2020-03-12T11:34:28.724,0.895,-0.337,-0.072,0.899
1584012868743,2020-03-12T11:34:28.743,0.914,-0.336,-0.069,0.896
1584012868764,2020-03-12T11:34:28.764,0.935,-0.342,-0.070,0.894
1584012868783,2020-03-12T11:34:28.783,0.954,-0.346,-0.073,0.894
1584012868803,2020-03-12T11:34:28.803,0.974,-0.342,-0.072,0.895
1584012868822,2020-03-12T11:34:28.822,0.993,-0.341,-0.070,0.897
1584012868843,2020-03-12T11:34:28.843,1.014,-0.341,-0.071,0.898
1584012868862,2020-03-12T11:34:28.862,1.033,-0.339,-0.071,0.895
1584012868883,2020-03-12T11:34:28.883,1.054,-0.340,-0.072,0.895
1584012868903,2020-03-12T11:34:28.903,1.074,-0.344,-0.070,0.896
1584012868922,2020-03-12T11:34:28.922,1.093,-0.342,-0.070,0.895
1584012868943,2020-03-12T11:34:28.943,1.114,-0.339,-0.072,0.898
1584012868962,2020-03-12T11:34:28.962,1.133,-0.339,-0.073,0.898
1584012868982,2020-03-12T11:34:28.982,1.153,-0.340,-0.070,0.896
1584012869001,2020-03-12T11:34:29.001,1.172,-0.340,-0.070,0.897
1584012869022,2020-03-12T11:34:29.022,1.193,-0.344,-0.070,0.894
1584012869042,2020-03-12T11:34:29.042,1.213,-0.343,-0.072,0.894
1584012869061,2020-03-12T11:34:29.061,1.232,-0.343,-0.071,0.895
1584012869082,2020-03-12T11:34:29.082,1.253,-0.339,-0.073,0.897
1584012869101,2020-03-12T11:34:29.101,1.272,-0.335,-0.072,0.898
1584012869121,2020-03-12T11:34:29.121,1.292,-0.342,-0.072,0.896
1584012869140,2020-03-12T11:34:29.140,1.311,-0.348,-0.071,0.894
1584012869161,2020-03-12T11:34:29.161,1.332,-0.343,-0.071,0.896
1584012869181,2020-03-12T11:34:29.181,1.352,-0.337,-0.069,0.898
1584012869200,2020-03-12T11:34:29.200,1.371,-0.338,-0.071,0.896
1584012869221,2020-03-12T11:34:29.221,1.392,-0.344,-0.072,0.895
1584012869240,2020-03-12T11:34:29.240,1.411,-0.345,-0.071,0.895
1584012869260,2020-03-12T11:34:29.260,1.431,-0.343,-0.071,0.895
1584012869280,2020-03-12T11:34:29.280,1.451,-0.340,-0.072,0.896
1584012869300,2020-03-12T11:34:29.300,1.471,-0.342,-0.072,0.897
1584012869321,2020-03-12T11:34:29.321,1.492,-0.341,-0.069,0.894
1584012869340,2020-03-12T11:34:29.340,1.511,-0.342,-0.069,0.893
1584012869360,2020-03-12T11:34:29.360,1.531,-0.342,-0.071,0.896
1584012869379,2020-03-12T11:34:29.379,1.550,-0.342,-0.069,0.897
1584012869400,2020-03-12T11:34:29.400,1.571,-0.338,-0.070,0.897
1584012869419,2020-03-12T11:34:29.419,1.590,-0.336,-0.069,0.896
1584012869439,2020-03-12T11:34:29.439,1.610,-0.339,-0.070,0.896
1584012869460,2020-03-12T11:34:29.460,1.631,-0.340,-0.070,0.899
1584012869479,2020-03-12T11:34:29.479,1.650,-0.335,-0.066,0.898
1584012869499,2020-03-12T11:34:29.499,1.670,-0.339,-0.070,0.898
1584012869518,2020-03-12T11:34:29.518,1.689,-0.340,-0.069,0.895
1584012869539,2020-03-12T11:34:29.539,1.710,-0.339,-0.068,0.898
1584012869558,2020-03-12T11:34:29.558,1.729,-0.336,-0.069,0.899
1584012869578,2020-03-12T11:34:29.578,1.749,-0.339,-0.069,0.897
1584012869599,2020-03-12T11:34:29.599,1.770,-0.340,-0.068,0.896
1584012869618,2020-03-12T11:34:29.618,1.789,-0.337,-0.070,0.897
1584012869638,2020-03-12T11:34:29.638,1.809,-0.335,-0.069,0.899
1584012869657,2020-03-12T11:34:29.657,1.828,-0.336,-0.069,0.898
1584012869678,2020-03-12T11:34:29.678,1.849,-0.335,-0.069,0.899
1584012869697,2020-03-12T11:34:29.697,1.868,-0.334,-0.070,0.900
1584012869718,2020-03-12T11:34:29.718,1.889,-0.335,-0.069,0.897
1584012869737,2020-03-12T11:34:29.737,1.908,-0.336,-0.070,0.897
1584012869757,2020-03-12T11:34:29.757,1.928,-0.335,-0.068,0.900
1584012869778,2020-03-12T11:34:29.778,1.949,-0.333,-0.068,0.901
1584012869797,2020-03-12T11:34:29.797,1.968,-0.335,-0.068,0.898
1584012869817,2020-03-12T11:34:29.817,1.988,-0.335,-0.069,0.898
1584012869836,2020-03-12T11:34:29.836,2.007,-0.336,-0.067,0.898
1584012869857,2020-03-12T11:34:29.857,2.028,-0.334,-0.067,0.900
1584012869876,2020-03-12T11:34:29.876,2.047,-0.336,-0.066,0.897
1584012869896,2020-03-12T11:34:29.896,2.067,-0.335,-0.069,0.898
1584012869917,2020-03-12T11:34:29.917,2.088,-0.332,-0.069,0.901
1584012869936,2020-03-12T11:34:29.936,2.107,-0.335,-0.070,0.900
1584012869956,2020-03-12T11:34:29.956,2.127,-0.338,-0.068,0.898
1584012869975,2020-03-12T11:34:29.975,2.146,-0.336,-0.068,0.898
