epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584013243495,2020-03-12T11:40:43.495,0.000,-0.297,-0.036,0.902
1584013243514,2020-03-12T11:40:43.514,0.019,-0.289,-0.024,0.917
1584013243535,2020-03-12T11:40:43.535,0.040,-0.296,-0.023,0.916
1584013243554,2020-03-12T11:40:43.554,0.059,-0.285,-0.031,0.920
1584013243575,2020-03-12T11:40:43.575,0.080,-0.286,-0.029,0.915
1584013243594,2020-03-12T11:40:43.594,0.099,-0.297,-0.036,0.917
1584013243614,2020-03-12T11:40:43.614,0.119,-0.309,-0.028,0.910
1584013243633,2020-03-12T11:40:43.633,0.138,-0.285,-0.026,0.909
1584013243654,2020-03-12T11:40:43.654,0.159,-0.300,-0.027,0.910
1584013243674,2020-03-12T11:40:43.674,0.179,-0.304,-0.021,0.911
1584013243693,2020-03-12T11:40:43.693,0.198,-0.277,-0.034,0.918
1584013243714,2020-03-12T11:40:43.714,0.219,-0.302,-0.035,0.911
1584013243733,2020-03-12T11:40:43.733,0.238,-0.306,-0.030,0.911
1584013243753,2020-03-12T11:40:43.753,0.258,-0.296,-0.030,0.915
1584013243772,2020-03-12T11:40:43.772,0.277,-0.306,-0.028,0.909
1584013243793,2020-03-12T11:40:43.793,0.298,-0.297,-0.026,0.908
1584013243813,2020-03-12T11:40:43.813,0.318,-0.289,-0.029,0.911
1584013243832,2020-03-12T11:40:43.832,0.337,-0.289,-0.031,0.914
1584013243853,2020-03-12T11:40:43.853,0.358,-0.288,-0.031,0.913
1584013243872,2020-03-12T11:40:43.872,0.377,-0.292,-0.033,0.912
1584013243892,2020-03-12T11:40:43.892,0.397,-0.291,-0.031,0.914
1584013243911,2020-03-12T11:40:43.911,0.416,-0.282,-0.033,0.919
1584013243932,2020-03-12T11:40:43.932,0.437,-0.279,-0.032,0.917
1584013243952,2020-03-12T11:40:43.952,0.457,-0.277,-0.035,0.919
1584013243972,2020-03-12T11:40:43.972,0.477,-0.283,-0.036,0.922
1584013243992,2020-03-12T11:40:43.992,0.497,-0.297,-0.038,0.915
1584013244011,2020-03-12T11:40:44.011,0.516,-0.293,-0.034,0.912
1584013244032,2020-03-12T11:40:44.032,0.537,-0.290,-0.036,0.914
1584013244051,2020-03-12T11:40:44.051,0.556,-0.291,-0.033,0.915
1584013244071,2020-03-12T11:40:44.071,0.576,-0.289,-0.036,0.916
1584013244092,2020-03-12T11:40:44.092,0.597,-0.290,-0.033,0.916
1584013244111,2020-03-12T11:40:44.111,0.616,-0.292,-0.031,0.914
1584013244131,2020-03-12T11:40:44.131,0.636,-0.296,-0.031,0.911
1584013244150,2020-03-12T11:40:44.150,0.655,-0.295,-0.030,0.913
1584013244171,2020-03-12T11:40:44.171,0.676,-0.293,-0.031,0.913
1584013244190,2020-03-12T11:40:44.190,0.695,-0.294,-0.032,0.914
1584013244210,2020-03-12T11:40:44.210,0.715,-0.293,-0.032,0.912
1584013244229,2020-03-12T11:40:44.229,0.734,-0.292,-0.032,0.915
1584013244250,2020-03-12T11:40:44.250,0.755,-0.289,-0.029,0.916
1584013244270,2020-03-12T11:40:44.270,0.775,-0.294,-0.033,0.912
1584013244289,2020-03-12T11:40:44.289,0.794,-0.290,-0.032,0.916
1584013244310,2020-03-12T11:40:44.310,0.815,-0.290,-0.033,0.917
1584013244329,2020-03-12T11:40:44.329,0.834,-0.291,-0.034,0.915
1584013244349,2020-03-12T11:40:44.349,0.854,-0.291,-0.033,0.915
1584013244368,2020-03-12T11:40:44.368,0.873,-0.289,-0.032,0.916
1584013244389,2020-03-12T11:40:44.389,0.894,-0.290,-0.030,0.914
1584013244410,2020-03-12T11:40:44.410,0.915,-0.288,-0.033,0.914
1584013244429,2020-03-12T11:40:44.429,0.934,-0.289,-0.033,0.919
1584013244449,2020-03-12T11:40:44.449,0.954,-0.290,-0.032,0.918
1584013244468,2020-03-12T11:40:44.468,0.973,-0.286,-0.032,0.916
1584013244489,2020-03-12T11:40:44.489,0.994,-0.288,-0.032,0.916
1584013244508,2020-03-12T11:40:44.508,1.013,-0.291,-0.030,0.917
1584013244528,2020-03-12T11:40:44.528,1.033,-0.291,-0.031,0.914
1584013244549,2020-03-12T11:40:44.549,1.054,-0.289,-0.033,0.917
1584013244568,2020-03-12T11:40:44.568,1.073,-0.292,-0.033,0.915
1584013244588,2020-03-12T11:40:44.588,1.093,-0.292,-0.033,0.915
1584013244607,2020-03-12T11:40:44.607,1.112,-0.284,-0.031,0.916
1584013244628,2020-03-12T11:40:44.628,1.133,-0.286,-0.031,0.915
1584013244647,2020-03-12T11:40:44.647,1.152,-0.289,-0.033,0.914
1584013244667,2020-03-12T11:40:44.667,1.172,-0.291,-0.033,0.916
1584013244688,2020-03-12T11:40:44.688,1.193,-0.286,-0.031,0.916
1584013244707,2020-03-12T11:40:44.707,1.212,-0.288,-0.032,0.916
1584013244727,2020-03-12T11:40:44.727,1.232,-0.288,-0.031,0.916
1584013244746,2020-03-12T11:40:44.746,1.251,-0.285,-0.033,0.917
1584013244767,2020-03-12T11:40:44.767,1.272,-0.285,-0.032,0.916
1584013244786,2020-03-12T11:40:44.786,1.291,-0.290,-0.032,0.915
1584013244806,2020-03-12T11:40:44.806,1.311,-0.289,-0.032,0.916
1584013244827,2020-03-12T11:40:44.827,1.332,-0.288,-0.031,0.915
1584013244846,2020-03-12T11:40:44.846,1.351,-0.287,-0.032,0.916
1584013244867,2020-03-12T11:40:44.867,1.372,-0.287,-0.034,0.918
1584013244886,2020-03-12T11:40:44.886,1.391,-0.285,-0.033,0.917
1584013244906,2020-03-12T11:40:44.906,1.411,-0.289,-0.031,0.915
1584013244925,2020-03-12T11:40:44.925,1.430,-0.289,-0.033,0.916
1584013244946,2020-03-12T11:40:44.946,1.451,-0.291,-0.033,0.916
1584013244965,2020-03-12T11:40:44.965,1.470,-0.287,-0.031,0.915
1584013244985,2020-03-12T11:40:44.985,1.490,-0.284,-0.030,0.917
1584013245006,2020-03-12T11:40:45.006,1.511,-0.285,-0.031,0.916
1584013245025,2020-03-12T11:40:45.025,1.530,-0.289,-0.033,0.916
1584013245045,2020-03-12T11:40:45.045,1.550,-0.286,-0.031,0.915
1584013245064,2020-03-12T11:40:45.064,1.569,-0.286,-0.031,0.917
1584013245085,2020-03-12T11:40:45.085,1.590,-0.288,-0.032,0.916
1584013245104,2020-03-12T11:40:45.104,1.609,-0.285,-0.033,0.916
1584013245124,2020-03-12T11:40:45.124,1.629,-0.288,-0.033,0.914
1584013245145,2020-03-12T11:40:45.145,1.650,-0.287,-0.031,0.917
1584013245164,2020-03-12T11:40:45.164,1.669,-0.285,-0.031,0.919
1584013245184,2020-03-12T11:40:45.184,1.689,-0.287,-0.033,0.916
1584013245203,2020-03-12T11:40:45.203,1.708,-0.289,-0.034,0.916
1584013245224,2020-03-12T11:40:45.224,1.729,-0.286,-0.031,0.917
1584013245243,2020-03-12T11:40:45.243,1.748,-0.288,-0.031,0.917
1584013245264,2020-03-12T11:40:45.264,1.769,-0.287,-0.032,0.915
1584013245284,2020-03-12T11:40:45.284,1.789,-0.285,-0.029,0.916
1584013245303,2020-03-12T11:40:45.303,1.808,-0.288,-0.033,0.919
1584013245324,2020-03-12T11:40:45.324,1.829,-0.285,-0.033,0.916
1584013245343,2020-03-12T11:40:45.343,1.848,-0.285,-0.031,0.916
1584013245363,2020-03-12T11:40:45.363,1.868,-0.287,-0.031,0.917
1584013245382,2020-03-12T11:40:45.382,1.887,-0.287,-0.032,0.917
1584013245403,2020-03-12T11:40:45.403,1.908,-0.283,-0.031,0.916
1584013245423,2020-03-12T11:40:45.423,1.928,-0.286,-0.031,0.914
1584013245442,2020-03-12T11:40:45.442,1.947,-0.285,-0.032,0.919
1584013245463,2020-03-12T11:40:45.463,1.968,-0.285,-0.033,0.918
1584013245482,2020-03-12T11:40:45.482,1.987,-0.287,-0.031,0.914
1584013245502,2020-03-12T11:40:45.502,2.007,-0.285,-0.030,0.915
1584013245521,2020-03-12T11:40:45.521,2.026,-0.288,-0.033,0.919
1584013245542,2020-03-12T11:40:45.542,2.047,-0.284,-0.032,0.920
1584013245562,2020-03-12T11:40:45.562,2.067,-0.285,-0.031,0.915
1584013245581,2020-03-12T11:40:45.581,2.086,-0.288,-0.032,0.917
1584013245602,2020-03-12T11:40:45.602,2.107,-0.284,-0.032,0.920
1584013245621,2020-03-12T11:40:45.621,2.126,-0.287,-0.032,0.916
1584013245641,2020-03-12T11:40:45.641,2.146,-0.286,-0.032,0.913
1584013245660,2020-03-12T11:40:45.660,2.165,-0.284,-0.032,0.919
1584013245681,2020-03-12T11:40:45.681,2.186,-0.288,-0.032,0.918
1584013245702,2020-03-12T11:40:45.702,2.207,-0.286,-0.030,0.916
1584013245721,2020-03-12T11:40:45.721,2.226,-0.287,-0.031,0.913
1584013245741,2020-03-12T11:40:45.741,2.246,-0.287,-0.032,0.917
1584013245760,2020-03-12T11:40:45.760,2.265,-0.284,-0.031,0.920
1584013245781,2020-03-12T11:40:45.781,2.286,-0.286,-0.033,0.916
1584013245800,2020-03-12T11:40:45.800,2.305,-0.289,-0.032,0.915
1584013245820,2020-03-12T11:40:45.820,2.325,-0.287,-0.031,0.917
1584013245839,2020-03-12T11:40:45.839,2.344,-0.288,-0.030,0.916
1584013245860,2020-03-12T11:40:45.860,2.365,-0.282,-0.030,0.916
1584013245880,2020-03-12T11:40:45.880,2.385,-0.283,-0.030,0.918
1584013245899,2020-03-12T11:40:45.899,2.404,-0.288,-0.033,0.919
1584013245920,2020-03-12T11:40:45.920,2.425,-0.287,-0.032,0.918
1584013245939,2020-03-12T11:40:45.939,2.444,-0.286,-0.030,0.916
1584013245959,2020-03-12T11:40:45.959,2.464,-0.289,-0.032,0.917
1584013245978,2020-03-12T11:40:45.978,2.483,-0.284,-0.032,0.917
1584013245999,2020-03-12T11:40:45.999,2.504,-0.286,-0.031,0.916
1584013246019,2020-03-12T11:40:46.019,2.524,-0.287,-0.030,0.916
1584013246038,2020-03-12T11:40:46.038,2.543,-0.285,-0.033,0.921
1584013246059,2020-03-12T11:40:46.059,2.564,-0.285,-0.031,0.917
1584013246078,2020-03-12T11:40:46.078,2.583,-0.284,-0.031,0.917
1584013246098,2020-03-12T11:40:46.098,2.603,-0.286,-0.031,0.916
1584013246118,2020-03-12T11:40:46.118,2.623,-0.287,-0.030,0.916
1584013246138,2020-03-12T11:40:46.138,2.643,-0.287,-0.030,0.917
1584013246159,2020-03-12T11:40:46.159,2.664,-0.287,-0.031,0.917
1584013246178,2020-03-12T11:40:46.178,2.683,-0.286,-0.033,0.918
1584013246198,2020-03-12T11:40:46.198,2.703,-0.287,-0.032,0.919
1584013246217,2020-03-12T11:40:46.217,2.722,-0.284,-0.030,0.915
1584013246238,2020-03-12T11:40:46.238,2.743,-0.285,-0.030,0.915
1584013246257,2020-03-12T11:40:46.257,2.762,-0.289,-0.030,0.918
1584013246277,2020-03-12T11:40:46.277,2.782,-0.284,-0.030,0.917
1584013246298,2020-03-12T11:40:46.298,2.803,-0.283,-0.030,0.917
1584013246317,2020-03-12T11:40:46.317,2.822,-0.287,-0.030,0.920
1584013246337,2020-03-12T11:40:46.337,2.842,-0.286,-0.030,0.917
1584013246356,2020-03-12T11:40:46.356,2.861,-0.285,-0.031,0.916
1584013246377,2020-03-12T11:40:46.377,2.882,-0.285,-0.029,0.916
1584013246396,2020-03-12T11:40:46.396,2.901,-0.288,-0.031,0.918
1584013246416,2020-03-12T11:40:46.416,2.921,-0.287,-0.031,0.920
