epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584011487042,2020-03-12T11:11:27.042,0.000,-0.186,-0.174,0.919
1584011487061,2020-03-12T11:11:27.061,0.019,-0.169,-0.203,0.935
1584011487082,2020-03-12T11:11:27.082,0.040,-0.144,-0.207,0.933
1584011487102,2020-03-12T11:11:27.102,0.060,-0.100,-0.200,0.946
1584011487121,2020-03-12T11:11:27.121,0.079,-0.079,-0.182,0.949
1584011487142,2020-03-12T11:11:27.142,0.100,-0.046,-0.162,0.956
1584011487161,2020-03-12T11:11:27.161,0.119,-0.027,-0.108,0.945
1584011487181,2020-03-12T11:11:27.181,0.139,-0.056,-0.099,0.945
1584011487200,2020-03-12T11:11:27.200,0.158,-0.052,-0.091,0.961
1584011487221,2020-03-12T11:11:27.221,0.179,-0.011,-0.092,0.985
1584011487240,2020-03-12T11:11:27.240,0.198,0.056,-0.081,0.997
1584011487260,2020-03-12T11:11:27.260,0.218,0.062,-0.065,0.988
1584011487281,2020-03-12T11:11:27.281,0.239,-0.082,-0.083,0.951
1584011487300,2020-03-12T11:11:27.300,0.258,-0.425,-0.179,0.893
1584011487320,2020-03-12T11:11:27.320,0.278,-0.458,-0.159,0.871
1584011487339,2020-03-12T11:11:27.339,0.297,-0.322,-0.121,0.880
1584011487360,2020-03-12T11:11:27.360,0.318,-0.352,-0.149,0.878
1584011487379,2020-03-12T11:11:27.379,0.337,-0.404,-0.148,0.864
1584011487399,2020-03-12T11:11:27.399,0.357,-0.403,-0.132,0.870
1584011487420,2020-03-12T11:11:27.420,0.378,-0.364,-0.093,0.895
1584011487439,2020-03-12T11:11:27.439,0.397,-0.347,-0.112,0.890
1584011487460,2020-03-12T11:11:27.460,0.418,-0.316,-0.083,0.906
1584011487479,2020-03-12T11:11:27.479,0.437,-0.306,-0.064,0.916
1584011487499,2020-03-12T11:11:27.499,0.457,-0.278,-0.040,0.916
1584011487518,2020-03-12T11:11:27.518,0.476,-0.284,-0.097,0.915
1584011487539,2020-03-12T11:11:27.539,0.497,-0.284,-0.095,0.911
1584011487559,2020-03-12T11:11:27.559,0.517,-0.281,-0.112,0.923
1584011487578,2020-03-12T11:11:27.578,0.536,-0.276,-0.112,0.920
1584011487599,2020-03-12T11:11:27.599,0.557,-0.259,-0.101,0.916
1584011487618,2020-03-12T11:11:27.618,0.576,-0.241,-0.089,0.924
