epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584012325886,2020-03-12T11:25:25.886,0.000,0.181,-0.040,0.938
1584012325905,2020-03-12T11:25:25.905,0.019,0.187,-0.040,0.944
1584012325926,2020-03-12T11:25:25.926,0.040,0.187,-0.041,0.947
1584012325945,2020-03-12T11:25:25.945,0.059,0.186,-0.037,0.944
1584012325965,2020-03-12T11:25:25.965,0.079,0.184,-0.040,0.944
1584012325984,2020-03-12T11:25:25.984,0.098,0.184,-0.043,0.944
1584012326005,2020-03-12T11:25:26.005,0.119,0.185,-0.046,0.945
1584012326025,2020-03-12T11:25:26.025,0.139,0.187,-0.046,0.948
1584012326044,2020-03-12T11:25:26.044,0.158,0.191,-0.042,0.945
1584012326065,2020-03-12T11:25:26.065,0.179,0.192,-0.045,0.946
1584012326084,2020-03-12T11:25:26.084,0.198,0.192,-0.044,0.944
1584012326104,2020-03-12T11:25:26.104,0.218,0.186,-0.041,0.943
1584012326123,2020-03-12T11:25:26.123,0.237,0.184,-0.043,0.944
1584012326144,2020-03-12T11:25:26.144,0.258,0.193,-0.046,0.946
1584012326164,2020-03-12T11:25:26.164,0.278,0.205,-0.048,0.947
1584012326183,2020-03-12T11:25:26.183,0.297,0.201,-0.045,0.942
1584012326204,2020-03-12T11:25:26.204,0.318,0.188,-0.041,0.943
1584012326223,2020-03-12T11:25:26.223,0.337,0.179,-0.041,0.944
1584012326243,2020-03-12T11:25:26.243,0.357,0.183,-0.043,0.945
1584012326262,2020-03-12T11:25:26.262,0.376,0.177,-0.042,0.941
1584012326283,2020-03-12T11:25:26.283,0.397,0.203,-0.045,0.946
1584012326304,2020-03-12T11:25:26.304,0.418,0.216,-0.043,0.945
1584012326323,2020-03-12T11:25:26.323,0.437,0.202,-0.044,0.944
1584012326343,2020-03-12T11:25:26.343,0.457,0.195,-0.047,0.942
1584012326362,2020-03-12T11:25:26.362,0.476,0.202,-0.045,0.942
1584012326383,2020-03-12T11:25:26.383,0.497,0.209,-0.044,0.946
1584012326402,2020-03-12T11:25:26.402,0.516,0.209,-0.045,0.947
1584012326422,2020-03-12T11:25:26.422,0.536,0.203,-0.045,0.943
1584012326443,2020-03-12T11:25:26.443,0.557,0.197,-0.047,0.945
1584012326462,2020-03-12T11:25:26.462,0.576,0.199,-0.049,0.945
1584012326482,2020-03-12T11:25:26.482,0.596,0.201,-0.044,0.944
1584012326501,2020-03-12T11:25:26.501,0.615,0.200,-0.044,0.942
1584012326522,2020-03-12T11:25:26.522,0.636,0.199,-0.046,0.944
1584012326541,2020-03-12T11:25:26.541,0.655,0.197,-0.048,0.946
