epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584449819032,2020-03-17T12:56:59.032,0.000,-0.373,-0.911,-0.237
1584449819052,2020-03-17T12:56:59.052,0.020,-0.378,-0.919,-0.237
1584449819071,2020-03-17T12:56:59.071,0.039,-0.380,-0.915,-0.235
1584449819092,2020-03-17T12:56:59.092,0.060,-0.380,-0.915,-0.238
1584449819111,2020-03-17T12:56:59.111,0.079,-0.381,-0.916,-0.242
1584449819131,2020-03-17T12:56:59.131,0.099,-0.380,-0.917,-0.242
1584449819152,2020-03-17T12:56:59.152,0.120,-0.380,-0.916,-0.243
1584449819171,2020-03-17T12:56:59.171,0.139,-0.382,-0.916,-0.241
1584449819191,2020-03-17T12:56:59.191,0.159,-0.380,-0.917,-0.240
1584449819210,2020-03-17T12:56:59.210,0.178,-0.380,-0.916,-0.238
1584449819231,2020-03-17T12:56:59.231,0.199,-0.376,-0.916,-0.235
1584449819250,2020-03-17T12:56:59.250,0.218,-0.373,-0.917,-0.236
1584449819270,2020-03-17T12:56:59.270,0.238,-0.371,-0.918,-0.237
1584449819291,2020-03-17T12:56:59.291,0.259,-0.372,-0.921,-0.234
1584449819310,2020-03-17T12:56:59.310,0.278,-0.374,-0.922,-0.230
1584449819330,2020-03-17T12:56:59.330,0.298,-0.371,-0.919,-0.229
1584449819350,2020-03-17T12:56:59.350,0.318,-0.367,-0.918,-0.228
1584449819370,2020-03-17T12:56:59.370,0.338,-0.360,-0.920,-0.227
1584449819389,2020-03-17T12:56:59.389,0.357,-0.363,-0.920,-0.227
1584449819410,2020-03-17T12:56:59.410,0.378,-0.370,-0.921,-0.225
1584449819430,2020-03-17T12:56:59.430,0.398,-0.370,-0.919,-0.224
1584449819449,2020-03-17T12:56:59.449,0.417,-0.363,-0.920,-0.224
1584449819470,2020-03-17T12:56:59.470,0.438,-0.355,-0.923,-0.226
1584449819489,2020-03-17T12:56:59.489,0.457,-0.355,-0.923,-0.227
1584449819509,2020-03-17T12:56:59.509,0.477,-0.363,-0.922,-0.229
1584449819528,2020-03-17T12:56:59.528,0.496,-0.367,-0.922,-0.234
1584449819549,2020-03-17T12:56:59.549,0.517,-0.371,-0.922,-0.237
1584449819568,2020-03-17T12:56:59.568,0.536,-0.377,-0.918,-0.241
1584449819588,2020-03-17T12:56:59.588,0.556,-0.385,-0.915,-0.239
1584449819609,2020-03-17T12:56:59.609,0.577,-0.389,-0.913,-0.237
1584449819628,2020-03-17T12:56:59.628,0.596,-0.389,-0.916,-0.236
1584449819648,2020-03-17T12:56:59.648,0.616,-0.385,-0.916,-0.236
1584449819667,2020-03-17T12:56:59.667,0.635,-0.382,-0.917,-0.236
1584449819688,2020-03-17T12:56:59.688,0.656,-0.381,-0.915,-0.239
1584449819707,2020-03-17T12:56:59.707,0.675,-0.378,-0.915,-0.242
1584449819727,2020-03-17T12:56:59.727,0.695,-0.373,-0.919,-0.242
1584449819748,2020-03-17T12:56:59.748,0.716,-0.373,-0.921,-0.242
1584449819767,2020-03-17T12:56:59.767,0.735,-0.375,-0.918,-0.240
1584449819787,2020-03-17T12:56:59.787,0.755,-0.375,-0.918,-0.242
1584449819807,2020-03-17T12:56:59.807,0.775,-0.376,-0.919,-0.240
1584449819827,2020-03-17T12:56:59.827,0.795,-0.373,-0.920,-0.236
1584449819846,2020-03-17T12:56:59.846,0.814,-0.369,-0.921,-0.234
