epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584450084302,2020-03-17T13:01:24.302,0.000,-0.371,-0.912,-0.242
1584450084321,2020-03-17T13:01:24.321,0.019,-0.372,-0.920,-0.243
1584450084342,2020-03-17T13:01:24.342,0.040,-0.371,-0.918,-0.243
1584450084361,2020-03-17T13:01:24.361,0.059,-0.373,-0.918,-0.240
1584450084381,2020-03-17T13:01:24.381,0.079,-0.371,-0.917,-0.240
1584450084400,2020-03-17T13:01:24.400,0.098,-0.371,-0.920,-0.239
1584450084421,2020-03-17T13:01:24.421,0.119,-0.373,-0.918,-0.237
1584450084441,2020-03-17T13:01:24.441,0.139,-0.374,-0.918,-0.237
1584450084461,2020-03-17T13:01:24.461,0.159,-0.372,-0.919,-0.239
1584450084481,2020-03-17T13:01:24.481,0.179,-0.371,-0.918,-0.240
1584450084500,2020-03-17T13:01:24.500,0.198,-0.371,-0.919,-0.241
1584450084521,2020-03-17T13:01:24.521,0.219,-0.371,-0.919,-0.241
1584450084540,2020-03-17T13:01:24.540,0.238,-0.372,-0.918,-0.243
1584450084560,2020-03-17T13:01:24.560,0.258,-0.372,-0.917,-0.244
1584450084581,2020-03-17T13:01:24.581,0.279,-0.373,-0.917,-0.245
1584450084600,2020-03-17T13:01:24.600,0.298,-0.375,-0.915,-0.248
1584450084620,2020-03-17T13:01:24.620,0.318,-0.377,-0.918,-0.250
1584450084639,2020-03-17T13:01:24.639,0.337,-0.375,-0.918,-0.247
1584450084660,2020-03-17T13:01:24.660,0.358,-0.378,-0.918,-0.247
1584450084679,2020-03-17T13:01:24.679,0.377,-0.380,-0.916,-0.244
1584450084699,2020-03-17T13:01:24.699,0.397,-0.380,-0.914,-0.243
1584450084720,2020-03-17T13:01:24.720,0.418,-0.378,-0.915,-0.243
1584450084739,2020-03-17T13:01:24.739,0.437,-0.375,-0.916,-0.243
1584450084759,2020-03-17T13:01:24.759,0.457,-0.376,-0.918,-0.244
1584450084778,2020-03-17T13:01:24.778,0.476,-0.376,-0.917,-0.243
1584450084799,2020-03-17T13:01:24.799,0.497,-0.377,-0.918,-0.241
1584450084818,2020-03-17T13:01:24.818,0.516,-0.377,-0.918,-0.242
1584450084838,2020-03-17T13:01:24.838,0.536,-0.376,-0.917,-0.240
1584450084859,2020-03-17T13:01:24.859,0.557,-0.376,-0.916,-0.238
1584450084878,2020-03-17T13:01:24.878,0.576,-0.377,-0.917,-0.238
1584450084899,2020-03-17T13:01:24.899,0.597,-0.375,-0.919,-0.238
1584450084918,2020-03-17T13:01:24.918,0.616,-0.375,-0.919,-0.240
1584450084938,2020-03-17T13:01:24.938,0.636,-0.376,-0.917,-0.241
1584450084957,2020-03-17T13:01:24.957,0.655,-0.377,-0.918,-0.243
1584450084978,2020-03-17T13:01:24.978,0.676,-0.376,-0.917,-0.244
1584450084997,2020-03-17T13:01:24.997,0.695,-0.373,-0.918,-0.245
1584450085017,2020-03-17T13:01:25.017,0.715,-0.372,-0.917,-0.247
1584450085038,2020-03-17T13:01:25.038,0.736,-0.373,-0.918,-0.245
1584450085057,2020-03-17T13:01:25.057,0.755,-0.370,-0.917,-0.241
1584450085077,2020-03-17T13:01:25.077,0.775,-0.368,-0.918,-0.240
