epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584449253248,2020-03-17T12:47:33.248,0.000,-0.382,-0.919,-0.083
1584449253268,2020-03-17T12:47:33.268,0.020,-0.385,-0.929,-0.087
1584449253287,2020-03-17T12:47:33.287,0.039,-0.389,-0.927,-0.087
1584449253308,2020-03-17T12:47:33.308,0.060,-0.392,-0.925,-0.086
1584449253327,2020-03-17T12:47:33.327,0.079,-0.392,-0.926,-0.087
1584449253347,2020-03-17T12:47:33.347,0.099,-0.392,-0.927,-0.086
1584449253366,2020-03-17T12:47:33.366,0.118,-0.391,-0.926,-0.085
1584449253387,2020-03-17T12:47:33.387,0.139,-0.394,-0.925,-0.082
1584449253407,2020-03-17T12:47:33.407,0.159,-0.393,-0.926,-0.081
1584449253426,2020-03-17T12:47:33.426,0.178,-0.392,-0.925,-0.079
1584449253447,2020-03-17T12:47:33.447,0.199,-0.391,-0.924,-0.077
1584449253466,2020-03-17T12:47:33.466,0.218,-0.387,-0.925,-0.075
1584449253487,2020-03-17T12:47:33.487,0.239,-0.385,-0.927,-0.077
1584449253506,2020-03-17T12:47:33.506,0.258,-0.385,-0.926,-0.078
1584449253526,2020-03-17T12:47:33.526,0.278,-0.387,-0.926,-0.079
1584449253547,2020-03-17T12:47:33.547,0.299,-0.387,-0.926,-0.078
1584449253566,2020-03-17T12:47:33.566,0.318,-0.387,-0.926,-0.079
1584449253586,2020-03-17T12:47:33.586,0.338,-0.388,-0.925,-0.080
1584449253605,2020-03-17T12:47:33.605,0.357,-0.390,-0.925,-0.082
1584449253626,2020-03-17T12:47:33.626,0.378,-0.391,-0.927,-0.080
1584449253645,2020-03-17T12:47:33.645,0.397,-0.391,-0.925,-0.082
1584449253665,2020-03-17T12:47:33.665,0.417,-0.388,-0.925,-0.081
1584449253686,2020-03-17T12:47:33.686,0.438,-0.389,-0.924,-0.080
1584449253705,2020-03-17T12:47:33.705,0.457,-0.395,-0.925,-0.077
1584449253725,2020-03-17T12:47:33.725,0.477,-0.390,-0.926,-0.075
