epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584449019444,2020-03-17T12:43:39.444,0.000,-0.380,-0.920,-0.030
1584449019465,2020-03-17T12:43:39.465,0.021,-0.385,-0.927,-0.028
1584449019485,2020-03-17T12:43:39.485,0.041,-0.385,-0.924,-0.029
1584449019504,2020-03-17T12:43:39.504,0.060,-0.386,-0.924,-0.031
1584449019525,2020-03-17T12:43:39.525,0.081,-0.382,-0.925,-0.033
1584449019544,2020-03-17T12:43:39.544,0.100,-0.379,-0.927,-0.031
1584449019565,2020-03-17T12:43:39.565,0.121,-0.378,-0.926,-0.030
1584449019584,2020-03-17T12:43:39.584,0.140,-0.378,-0.927,-0.032
1584449019604,2020-03-17T12:43:39.604,0.160,-0.378,-0.928,-0.032
1584449019623,2020-03-17T12:43:39.623,0.179,-0.378,-0.927,-0.031
1584449019644,2020-03-17T12:43:39.644,0.200,-0.378,-0.928,-0.031
1584449019664,2020-03-17T12:43:39.664,0.220,-0.375,-0.926,-0.030
1584449019683,2020-03-17T12:43:39.683,0.239,-0.375,-0.926,-0.029
1584449019704,2020-03-17T12:43:39.704,0.260,-0.376,-0.926,-0.030
1584449019723,2020-03-17T12:43:39.723,0.279,-0.377,-0.927,-0.029
1584449019743,2020-03-17T12:43:39.743,0.299,-0.378,-0.926,-0.031
1584449019762,2020-03-17T12:43:39.762,0.318,-0.380,-0.927,-0.029
1584449019783,2020-03-17T12:43:39.783,0.339,-0.378,-0.927,-0.030
1584449019803,2020-03-17T12:43:39.803,0.359,-0.378,-0.927,-0.030
1584449019822,2020-03-17T12:43:39.822,0.378,-0.382,-0.925,-0.030
1584449019843,2020-03-17T12:43:39.843,0.399,-0.386,-0.924,-0.030
1584449019862,2020-03-17T12:43:39.862,0.418,-0.387,-0.924,-0.030
1584449019882,2020-03-17T12:43:39.882,0.438,-0.384,-0.926,-0.034
1584449019901,2020-03-17T12:43:39.901,0.457,-0.383,-0.926,-0.034
1584449019922,2020-03-17T12:43:39.922,0.478,-0.383,-0.926,-0.035
1584449019942,2020-03-17T12:43:39.942,0.498,-0.383,-0.927,-0.037
1584449019962,2020-03-17T12:43:39.962,0.518,-0.383,-0.925,-0.037
1584449019982,2020-03-17T12:43:39.982,0.538,-0.383,-0.926,-0.038
1584449020001,2020-03-17T12:43:40.001,0.557,-0.382,-0.927,-0.040
1584449020022,2020-03-17T12:43:40.022,0.578,-0.381,-0.926,-0.041
1584449020041,2020-03-17T12:43:40.041,0.597,-0.379,-0.926,-0.037
1584449020061,2020-03-17T12:43:40.061,0.617,-0.378,-0.926,-0.033
1584449020082,2020-03-17T12:43:40.082,0.638,-0.377,-0.928,-0.029
1584449020101,2020-03-17T12:43:40.101,0.657,-0.376,-0.927,-0.026
1584449020121,2020-03-17T12:43:40.121,0.677,-0.373,-0.927,-0.024
1584449020140,2020-03-17T12:43:40.140,0.696,-0.375,-0.927,-0.022
1584449020161,2020-03-17T12:43:40.161,0.717,-0.378,-0.926,-0.019
1584449020180,2020-03-17T12:43:40.180,0.736,-0.377,-0.925,-0.019
1584449020200,2020-03-17T12:43:40.200,0.756,-0.379,-0.926,-0.020
1584449020219,2020-03-17T12:43:40.219,0.775,-0.379,-0.926,-0.023
1584449020240,2020-03-17T12:43:40.240,0.796,-0.378,-0.926,-0.026
