epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584099205772,2020-03-13T11:33:25.772,0.000,-0.097,-0.093,0.943
1584099205791,2020-03-13T11:33:25.791,0.019,-0.098,-0.093,0.950
1584099205811,2020-03-13T11:33:25.811,0.039,-0.094,-0.091,0.953
1584099205830,2020-03-13T11:33:25.830,0.058,-0.092,-0.091,0.950
1584099205851,2020-03-13T11:33:25.851,0.079,-0.095,-0.090,0.947
1584099205871,2020-03-13T11:33:25.871,0.099,-0.094,-0.091,0.949
1584099205890,2020-03-13T11:33:25.890,0.118,-0.101,-0.093,0.953
1584099205911,2020-03-13T11:33:25.911,0.139,-0.102,-0.093,0.951
1584099205930,2020-03-13T11:33:25.930,0.158,-0.095,-0.092,0.948
1584099205950,2020-03-13T11:33:25.950,0.178,-0.090,-0.092,0.951
1584099205969,2020-03-13T11:33:25.969,0.197,-0.093,-0.092,0.954
1584099205990,2020-03-13T11:33:25.990,0.218,-0.097,-0.091,0.951
1584099206010,2020-03-13T11:33:26.010,0.238,-0.093,-0.092,0.949
1584099206029,2020-03-13T11:33:26.029,0.257,-0.090,-0.095,0.952
1584099206050,2020-03-13T11:33:26.050,0.278,-0.087,-0.095,0.953
1584099206069,2020-03-13T11:33:26.069,0.297,-0.084,-0.093,0.952
1584099206089,2020-03-13T11:33:26.089,0.317,-0.085,-0.094,0.953
1584099206109,2020-03-13T11:33:26.109,0.337,-0.087,-0.097,0.952
1584099206129,2020-03-13T11:33:26.129,0.357,-0.089,-0.096,0.952
1584099206150,2020-03-13T11:33:26.150,0.378,-0.085,-0.095,0.951
1584099206169,2020-03-13T11:33:26.169,0.397,-0.084,-0.095,0.952
1584099206189,2020-03-13T11:33:26.189,0.417,-0.090,-0.096,0.955
1584099206208,2020-03-13T11:33:26.208,0.436,-0.093,-0.097,0.954
1584099206229,2020-03-13T11:33:26.229,0.457,-0.089,-0.096,0.953
1584099206248,2020-03-13T11:33:26.248,0.476,-0.086,-0.094,0.951
1584099206268,2020-03-13T11:33:26.268,0.496,-0.084,-0.094,0.952
1584099206289,2020-03-13T11:33:26.289,0.517,-0.086,-0.095,0.954
1584099206308,2020-03-13T11:33:26.308,0.536,-0.092,-0.096,0.953
1584099206328,2020-03-13T11:33:26.328,0.556,-0.092,-0.095,0.951
1584099206347,2020-03-13T11:33:26.347,0.575,-0.091,-0.094,0.951
1584099206368,2020-03-13T11:33:26.368,0.596,-0.090,-0.094,0.954
1584099206387,2020-03-13T11:33:26.387,0.615,-0.087,-0.094,0.953
1584099206407,2020-03-13T11:33:26.407,0.635,-0.089,-0.094,0.951
1584099206426,2020-03-13T11:33:26.426,0.654,-0.092,-0.095,0.952
1584099206447,2020-03-13T11:33:26.447,0.675,-0.093,-0.094,0.952
1584099206467,2020-03-13T11:33:26.467,0.695,-0.091,-0.094,0.952
1584099206486,2020-03-13T11:33:26.486,0.714,-0.087,-0.095,0.951
1584099206507,2020-03-13T11:33:26.507,0.735,-0.084,-0.096,0.955
1584099206526,2020-03-13T11:33:26.526,0.754,-0.088,-0.095,0.953
1584099206547,2020-03-13T11:33:26.547,0.775,-0.092,-0.094,0.952
1584099206566,2020-03-13T11:33:26.566,0.794,-0.093,-0.094,0.952
1584099206586,2020-03-13T11:33:26.586,0.814,-0.088,-0.094,0.955
1584099206607,2020-03-13T11:33:26.607,0.835,-0.088,-0.095,0.954
1584099206626,2020-03-13T11:33:26.626,0.854,-0.092,-0.094,0.950
1584099206646,2020-03-13T11:33:26.646,0.874,-0.093,-0.093,0.951
1584099206665,2020-03-13T11:33:26.665,0.893,-0.094,-0.094,0.953
1584099206686,2020-03-13T11:33:26.686,0.914,-0.093,-0.094,0.951
1584099206705,2020-03-13T11:33:26.705,0.933,-0.090,-0.094,0.952
1584099206725,2020-03-13T11:33:26.725,0.953,-0.090,-0.095,0.953
1584099206746,2020-03-13T11:33:26.746,0.974,-0.090,-0.093,0.953
1584099206765,2020-03-13T11:33:26.765,0.993,-0.091,-0.094,0.952
1584099206785,2020-03-13T11:33:26.785,1.013,-0.090,-0.094,0.951
1584099206804,2020-03-13T11:33:26.804,1.032,-0.088,-0.096,0.953
1584099206825,2020-03-13T11:33:26.825,1.053,-0.092,-0.095,0.954
1584099206844,2020-03-13T11:33:26.844,1.072,-0.098,-0.093,0.951
1584099206864,2020-03-13T11:33:26.864,1.092,-0.095,-0.093,0.951
1584099206885,2020-03-13T11:33:26.885,1.113,-0.092,-0.093,0.953
1584099206904,2020-03-13T11:33:26.904,1.132,-0.089,-0.094,0.953
