epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584098541609,2020-03-13T11:22:21.609,0.000,-0.569,-0.096,0.759
1584098541628,2020-03-13T11:22:21.628,0.019,-0.575,-0.097,0.760
1584098541649,2020-03-13T11:22:21.649,0.040,-0.584,-0.100,0.760
1584098541669,2020-03-13T11:22:21.669,0.060,-0.585,-0.102,0.760
1584098541689,2020-03-13T11:22:21.689,0.080,-0.583,-0.100,0.758
1584098541709,2020-03-13T11:22:21.709,0.100,-0.583,-0.099,0.754
1584098541728,2020-03-13T11:22:21.728,0.119,-0.582,-0.098,0.755
1584098541749,2020-03-13T11:22:21.749,0.140,-0.582,-0.099,0.761
1584098541768,2020-03-13T11:22:21.768,0.159,-0.581,-0.098,0.760
1584098541788,2020-03-13T11:22:21.788,0.179,-0.585,-0.101,0.755
1584098541809,2020-03-13T11:22:21.809,0.200,-0.584,-0.105,0.760
1584098541828,2020-03-13T11:22:21.828,0.219,-0.583,-0.102,0.760
1584098541848,2020-03-13T11:22:21.848,0.239,-0.584,-0.097,0.755
1584098541867,2020-03-13T11:22:21.867,0.258,-0.578,-0.097,0.760
1584098541888,2020-03-13T11:22:21.888,0.279,-0.570,-0.102,0.770
1584098541907,2020-03-13T11:22:21.907,0.298,-0.564,-0.102,0.771
1584098541927,2020-03-13T11:22:21.927,0.318,-0.569,-0.101,0.763
1584098541948,2020-03-13T11:22:21.948,0.339,-0.575,-0.098,0.763
1584098541967,2020-03-13T11:22:21.967,0.358,-0.569,-0.096,0.768
1584098541987,2020-03-13T11:22:21.987,0.378,-0.556,-0.098,0.771
1584098542006,2020-03-13T11:22:22.006,0.397,-0.553,-0.100,0.772
1584098542027,2020-03-13T11:22:22.027,0.418,-0.567,-0.102,0.770
1584098542046,2020-03-13T11:22:22.046,0.437,-0.578,-0.102,0.763
1584098542066,2020-03-13T11:22:22.066,0.457,-0.573,-0.103,0.760
1584098542085,2020-03-13T11:22:22.085,0.476,-0.570,-0.105,0.766
1584098542106,2020-03-13T11:22:22.106,0.497,-0.571,-0.104,0.769
1584098542126,2020-03-13T11:22:22.126,0.517,-0.577,-0.102,0.767
1584098542146,2020-03-13T11:22:22.146,0.537,-0.581,-0.100,0.762
1584098542166,2020-03-13T11:22:22.166,0.557,-0.579,-0.101,0.762
1584098542185,2020-03-13T11:22:22.185,0.576,-0.572,-0.100,0.769
1584098542206,2020-03-13T11:22:22.206,0.597,-0.564,-0.099,0.768
1584098542225,2020-03-13T11:22:22.225,0.616,-0.556,-0.097,0.772
1584098542245,2020-03-13T11:22:22.245,0.636,-0.564,-0.099,0.770
1584098542266,2020-03-13T11:22:22.266,0.657,-0.574,-0.101,0.768
1584098542285,2020-03-13T11:22:22.285,0.676,-0.571,-0.097,0.768
1584098542305,2020-03-13T11:22:22.305,0.696,-0.566,-0.097,0.766
1584098542324,2020-03-13T11:22:22.324,0.715,-0.574,-0.100,0.767
1584098542345,2020-03-13T11:22:22.345,0.736,-0.579,-0.099,0.764
1584098542364,2020-03-13T11:22:22.364,0.755,-0.576,-0.101,0.761
1584098542384,2020-03-13T11:22:22.384,0.775,-0.572,-0.100,0.764
1584098542405,2020-03-13T11:22:22.405,0.796,-0.571,-0.098,0.767
1584098542424,2020-03-13T11:22:22.424,0.815,-0.568,-0.098,0.769
1584098542444,2020-03-13T11:22:22.444,0.835,-0.568,-0.098,0.765
1584098542463,2020-03-13T11:22:22.463,0.854,-0.573,-0.097,0.765
1584098542484,2020-03-13T11:22:22.484,0.875,-0.577,-0.099,0.766
1584098542503,2020-03-13T11:22:22.503,0.894,-0.576,-0.098,0.764
1584098542523,2020-03-13T11:22:22.523,0.914,-0.576,-0.099,0.762
1584098542544,2020-03-13T11:22:22.544,0.935,-0.575,-0.099,0.764
1584098542563,2020-03-13T11:22:22.563,0.954,-0.570,-0.098,0.766
1584098542584,2020-03-13T11:22:22.584,0.975,-0.569,-0.099,0.768
1584098542603,2020-03-13T11:22:22.603,0.994,-0.575,-0.096,0.765
1584098542623,2020-03-13T11:22:22.623,1.014,-0.581,-0.098,0.762
1584098542642,2020-03-13T11:22:22.642,1.033,-0.578,-0.099,0.763
1584098542663,2020-03-13T11:22:22.663,1.054,-0.571,-0.100,0.765
1584098542683,2020-03-13T11:22:22.683,1.074,-0.570,-0.099,0.765
1584098542702,2020-03-13T11:22:22.702,1.093,-0.573,-0.098,0.767
1584098542723,2020-03-13T11:22:22.723,1.114,-0.573,-0.099,0.766
1584098542742,2020-03-13T11:22:22.742,1.133,-0.571,-0.099,0.765
1584098542762,2020-03-13T11:22:22.762,1.153,-0.576,-0.099,0.764
1584098542781,2020-03-13T11:22:22.781,1.172,-0.578,-0.100,0.764
1584098542802,2020-03-13T11:22:22.802,1.193,-0.578,-0.098,0.764
1584098542822,2020-03-13T11:22:22.822,1.213,-0.576,-0.098,0.762
1584098542841,2020-03-13T11:22:22.841,1.232,-0.577,-0.099,0.765
1584098542862,2020-03-13T11:22:22.862,1.253,-0.572,-0.098,0.767
1584098542881,2020-03-13T11:22:22.881,1.272,-0.569,-0.099,0.767
1584098542901,2020-03-13T11:22:22.901,1.292,-0.573,-0.100,0.766
1584098542920,2020-03-13T11:22:22.920,1.311,-0.578,-0.100,0.764
1584098542941,2020-03-13T11:22:22.941,1.332,-0.576,-0.100,0.763
1584098542961,2020-03-13T11:22:22.961,1.352,-0.573,-0.099,0.764
1584098542980,2020-03-13T11:22:22.980,1.371,-0.576,-0.099,0.765
1584098543001,2020-03-13T11:22:23.001,1.392,-0.577,-0.097,0.765
1584098543020,2020-03-13T11:22:23.020,1.411,-0.572,-0.099,0.766
1584098543041,2020-03-13T11:22:23.041,1.432,-0.571,-0.103,0.766
1584098543060,2020-03-13T11:22:23.060,1.451,-0.572,-0.101,0.764
1584098543080,2020-03-13T11:22:23.080,1.471,-0.575,-0.100,0.765
1584098543101,2020-03-13T11:22:23.101,1.492,-0.570,-0.098,0.771
1584098543120,2020-03-13T11:22:23.120,1.511,-0.567,-0.098,0.769
1584098543140,2020-03-13T11:22:23.140,1.531,-0.568,-0.102,0.767
1584098543159,2020-03-13T11:22:23.159,1.550,-0.572,-0.101,0.766
1584098543180,2020-03-13T11:22:23.180,1.571,-0.573,-0.101,0.766
1584098543199,2020-03-13T11:22:23.199,1.590,-0.572,-0.100,0.765
1584098543219,2020-03-13T11:22:23.219,1.610,-0.576,-0.102,0.765
1584098543240,2020-03-13T11:22:23.240,1.631,-0.573,-0.102,0.766
1584098543259,2020-03-13T11:22:23.259,1.650,-0.570,-0.101,0.766
1584098543279,2020-03-13T11:22:23.279,1.670,-0.568,-0.099,0.768
1584098543298,2020-03-13T11:22:23.298,1.689,-0.568,-0.101,0.770
1584098543319,2020-03-13T11:22:23.319,1.710,-0.570,-0.101,0.768
1584098543338,2020-03-13T11:22:23.338,1.729,-0.575,-0.102,0.764
1584098543358,2020-03-13T11:22:23.358,1.749,-0.575,-0.100,0.765
1584098543377,2020-03-13T11:22:23.377,1.768,-0.570,-0.100,0.766
1584098543398,2020-03-13T11:22:23.398,1.789,-0.569,-0.100,0.766
1584098543418,2020-03-13T11:22:23.418,1.809,-0.571,-0.099,0.767
1584098543438,2020-03-13T11:22:23.438,1.829,-0.574,-0.101,0.766
1584098543458,2020-03-13T11:22:23.458,1.849,-0.579,-0.098,0.765
1584098543477,2020-03-13T11:22:23.477,1.868,-0.576,-0.099,0.767
1584098543498,2020-03-13T11:22:23.498,1.889,-0.569,-0.101,0.769
1584098543517,2020-03-13T11:22:23.517,1.908,-0.569,-0.099,0.766
1584098543537,2020-03-13T11:22:23.537,1.928,-0.575,-0.099,0.765
1584098543558,2020-03-13T11:22:23.558,1.949,-0.574,-0.099,0.766
1584098543577,2020-03-13T11:22:23.577,1.968,-0.570,-0.099,0.767
1584098543597,2020-03-13T11:22:23.597,1.988,-0.569,-0.101,0.768
1584098543616,2020-03-13T11:22:23.616,2.007,-0.569,-0.101,0.767
1584098543637,2020-03-13T11:22:23.637,2.028,-0.575,-0.100,0.766
1584098543656,2020-03-13T11:22:23.656,2.047,-0.578,-0.098,0.764
1584098543676,2020-03-13T11:22:23.676,2.067,-0.573,-0.100,0.766
1584098543697,2020-03-13T11:22:23.697,2.088,-0.568,-0.100,0.767
1584098543716,2020-03-13T11:22:23.716,2.107,-0.571,-0.101,0.767
1584098543736,2020-03-13T11:22:23.736,2.127,-0.574,-0.102,0.763
1584098543755,2020-03-13T11:22:23.755,2.146,-0.575,-0.100,0.765
1584098543776,2020-03-13T11:22:23.776,2.167,-0.574,-0.100,0.765
1584098543795,2020-03-13T11:22:23.795,2.186,-0.570,-0.101,0.767
1584098543815,2020-03-13T11:22:23.815,2.206,-0.567,-0.100,0.770
1584098543836,2020-03-13T11:22:23.836,2.227,-0.570,-0.100,0.766
1584098543855,2020-03-13T11:22:23.855,2.246,-0.575,-0.101,0.766
1584098543876,2020-03-13T11:22:23.876,2.267,-0.576,-0.096,0.766
1584098543895,2020-03-13T11:22:23.895,2.286,-0.571,-0.098,0.768
1584098543915,2020-03-13T11:22:23.915,2.306,-0.568,-0.101,0.767
1584098543934,2020-03-13T11:22:23.934,2.325,-0.571,-0.104,0.766
1584098543955,2020-03-13T11:22:23.955,2.346,-0.572,-0.101,0.764
1584098543975,2020-03-13T11:22:23.975,2.366,-0.575,-0.099,0.765
1584098543994,2020-03-13T11:22:23.994,2.385,-0.575,-0.100,0.766
1584098544015,2020-03-13T11:22:24.015,2.406,-0.571,-0.100,0.768
1584098544034,2020-03-13T11:22:24.034,2.425,-0.569,-0.101,0.767
1584098544054,2020-03-13T11:22:24.054,2.445,-0.571,-0.102,0.766
1584098544073,2020-03-13T11:22:24.073,2.464,-0.572,-0.101,0.767
1584098544094,2020-03-13T11:22:24.094,2.485,-0.570,-0.099,0.769
1584098544114,2020-03-13T11:22:24.114,2.505,-0.573,-0.101,0.767
1584098544133,2020-03-13T11:22:24.133,2.524,-0.572,-0.102,0.768
1584098544154,2020-03-13T11:22:24.154,2.545,-0.569,-0.099,0.767
1584098544173,2020-03-13T11:22:24.173,2.564,-0.567,-0.099,0.767
1584098544193,2020-03-13T11:22:24.193,2.584,-0.571,-0.100,0.769
1584098544212,2020-03-13T11:22:24.212,2.603,-0.576,-0.099,0.766
1584098544233,2020-03-13T11:22:24.233,2.624,-0.572,-0.100,0.766
1584098544253,2020-03-13T11:22:24.253,2.644,-0.570,-0.099,0.766
1584098544272,2020-03-13T11:22:24.272,2.663,-0.572,-0.100,0.766
1584098544293,2020-03-13T11:22:24.293,2.684,-0.573,-0.100,0.766
1584098544312,2020-03-13T11:22:24.312,2.703,-0.576,-0.102,0.766
1584098544333,2020-03-13T11:22:24.333,2.724,-0.574,-0.099,0.763
1584098544352,2020-03-13T11:22:24.352,2.743,-0.568,-0.099,0.766
1584098544372,2020-03-13T11:22:24.372,2.763,-0.562,-0.100,0.770
1584098544393,2020-03-13T11:22:24.393,2.784,-0.568,-0.099,0.770
1584098544412,2020-03-13T11:22:24.412,2.803,-0.577,-0.101,0.766
1584098544432,2020-03-13T11:22:24.432,2.823,-0.582,-0.102,0.761
1584098544451,2020-03-13T11:22:24.451,2.842,-0.578,-0.102,0.764
1584098544472,2020-03-13T11:22:24.472,2.863,-0.567,-0.099,0.768
1584098544491,2020-03-13T11:22:24.491,2.882,-0.564,-0.098,0.767
1584098544511,2020-03-13T11:22:24.511,2.902,-0.569,-0.100,0.768
1584098544532,2020-03-13T11:22:24.532,2.923,-0.575,-0.098,0.768
1584098544551,2020-03-13T11:22:24.551,2.942,-0.573,-0.098,0.765
1584098544571,2020-03-13T11:22:24.571,2.962,-0.568,-0.100,0.768
1584098544590,2020-03-13T11:22:24.590,2.981,-0.568,-0.101,0.769
1584098544611,2020-03-13T11:22:24.611,3.002,-0.572,-0.100,0.766
1584098544630,2020-03-13T11:22:24.630,3.021,-0.574,-0.098,0.765
1584098544650,2020-03-13T11:22:24.650,3.041,-0.575,-0.097,0.765
1584098544671,2020-03-13T11:22:24.671,3.062,-0.568,-0.095,0.766
1584098544690,2020-03-13T11:22:24.690,3.081,-0.566,-0.098,0.770
1584098544710,2020-03-13T11:22:24.710,3.101,-0.569,-0.099,0.766
1584098544730,2020-03-13T11:22:24.730,3.121,-0.576,-0.100,0.765
1584098544750,2020-03-13T11:22:24.750,3.141,-0.580,-0.099,0.764
1584098544769,2020-03-13T11:22:24.769,3.160,-0.579,-0.100,0.763
1584098544790,2020-03-13T11:22:24.790,3.181,-0.572,-0.098,0.767
1584098544809,2020-03-13T11:22:24.809,3.200,-0.571,-0.097,0.767
1584098544829,2020-03-13T11:22:24.829,3.220,-0.571,-0.098,0.765
1584098544850,2020-03-13T11:22:24.850,3.241,-0.571,-0.099,0.767
1584098544869,2020-03-13T11:22:24.869,3.260,-0.572,-0.098,0.767
1584098544889,2020-03-13T11:22:24.889,3.280,-0.575,-0.097,0.764
1584098544908,2020-03-13T11:22:24.908,3.299,-0.574,-0.098,0.770
1584098544929,2020-03-13T11:22:24.929,3.320,-0.572,-0.101,0.767
1584098544948,2020-03-13T11:22:24.948,3.339,-0.574,-0.101,0.763
1584098544968,2020-03-13T11:22:24.968,3.359,-0.578,-0.101,0.764
1584098544989,2020-03-13T11:22:24.989,3.380,-0.577,-0.099,0.766
