epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584017503062,2020-03-12T12:51:43.062,0.000,0.185,-0.985,0.053
1584017503081,2020-03-12T12:51:43.081,0.019,0.188,-0.993,0.055
1584017503102,2020-03-12T12:51:43.102,0.040,0.189,-0.990,0.055
1584017503121,2020-03-12T12:51:43.121,0.059,0.189,-0.990,0.055
1584017503141,2020-03-12T12:51:43.141,0.079,0.189,-0.991,0.054
1584017503162,2020-03-12T12:51:43.162,0.100,0.188,-0.992,0.055
1584017503181,2020-03-12T12:51:43.181,0.119,0.184,-0.991,0.053
1584017503201,2020-03-12T12:51:43.201,0.139,0.182,-0.991,0.055
1584017503220,2020-03-12T12:51:43.220,0.158,0.182,-0.991,0.055
1584017503241,2020-03-12T12:51:43.241,0.179,0.181,-0.991,0.054
1584017503260,2020-03-12T12:51:43.260,0.198,0.180,-0.992,0.053
1584017503281,2020-03-12T12:51:43.281,0.219,0.181,-0.992,0.054
1584017503301,2020-03-12T12:51:43.301,0.239,0.183,-0.992,0.052
1584017503320,2020-03-12T12:51:43.320,0.258,0.185,-0.992,0.054
1584017503341,2020-03-12T12:51:43.341,0.279,0.187,-0.992,0.054
1584017503360,2020-03-12T12:51:43.360,0.298,0.188,-0.992,0.054
1584017503380,2020-03-12T12:51:43.380,0.318,0.189,-0.991,0.054
1584017503399,2020-03-12T12:51:43.399,0.337,0.190,-0.991,0.052
1584017503420,2020-03-12T12:51:43.420,0.358,0.189,-0.990,0.052
1584017503439,2020-03-12T12:51:43.439,0.377,0.187,-0.991,0.052
1584017503459,2020-03-12T12:51:43.459,0.397,0.187,-0.991,0.054
1584017503480,2020-03-12T12:51:43.480,0.418,0.185,-0.991,0.053
1584017503499,2020-03-12T12:51:43.499,0.437,0.184,-0.993,0.052
1584017503519,2020-03-12T12:51:43.519,0.457,0.184,-0.992,0.052
1584017503538,2020-03-12T12:51:43.538,0.476,0.183,-0.992,0.053
1584017503559,2020-03-12T12:51:43.559,0.497,0.184,-0.991,0.054
1584017503578,2020-03-12T12:51:43.578,0.516,0.184,-0.993,0.054
1584017503598,2020-03-12T12:51:43.598,0.536,0.186,-0.990,0.057
1584017503619,2020-03-12T12:51:43.619,0.557,0.186,-0.990,0.058
1584017503638,2020-03-12T12:51:43.638,0.576,0.185,-0.991,0.055
1584017503658,2020-03-12T12:51:43.658,0.596,0.185,-0.992,0.054
1584017503677,2020-03-12T12:51:43.677,0.615,0.187,-0.992,0.054
1584017503698,2020-03-12T12:51:43.698,0.636,0.186,-0.990,0.054
1584017503717,2020-03-12T12:51:43.717,0.655,0.186,-0.990,0.051
