epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1584015901841,2020-03-12T12:25:01.841,0.000,0.162,-0.987,0.032
1584015901862,2020-03-12T12:25:01.862,0.021,0.165,-0.995,0.032
1584015901881,2020-03-12T12:25:01.881,0.040,0.169,-0.992,0.034
1584015901901,2020-03-12T12:25:01.901,0.060,0.169,-0.993,0.033
1584015901921,2020-03-12T12:25:01.921,0.080,0.169,-0.993,0.031
1584015901941,2020-03-12T12:25:01.941,0.100,0.172,-0.992,0.033
1584015901960,2020-03-12T12:25:01.960,0.119,0.171,-0.993,0.031
1584015901981,2020-03-12T12:25:01.981,0.140,0.170,-0.992,0.030
1584015902001,2020-03-12T12:25:02.001,0.160,0.172,-0.994,0.030
1584015902020,2020-03-12T12:25:02.020,0.179,0.175,-0.994,0.030
1584015902041,2020-03-12T12:25:02.041,0.200,0.176,-0.992,0.026
1584015902060,2020-03-12T12:25:02.060,0.219,0.179,-0.992,0.028
1584015902080,2020-03-12T12:25:02.080,0.239,0.180,-0.992,0.030
1584015902099,2020-03-12T12:25:02.099,0.258,0.178,-0.991,0.032
1584015902120,2020-03-12T12:25:02.120,0.279,0.176,-0.993,0.030
1584015902140,2020-03-12T12:25:02.140,0.299,0.179,-0.991,0.028
1584015902159,2020-03-12T12:25:02.159,0.318,0.177,-0.992,0.028
1584015902180,2020-03-12T12:25:02.180,0.339,0.178,-0.992,0.028
1584015902199,2020-03-12T12:25:02.199,0.358,0.180,-0.992,0.028
1584015902219,2020-03-12T12:25:02.219,0.378,0.180,-0.992,0.030
1584015902238,2020-03-12T12:25:02.238,0.397,0.180,-0.991,0.029
1584015902259,2020-03-12T12:25:02.259,0.418,0.179,-0.990,0.029
1584015902279,2020-03-12T12:25:02.279,0.438,0.182,-0.991,0.029
1584015902298,2020-03-12T12:25:02.298,0.457,0.180,-0.992,0.028
1584015902319,2020-03-12T12:25:02.319,0.478,0.178,-0.992,0.028
1584015902338,2020-03-12T12:25:02.338,0.497,0.177,-0.994,0.030
1584015902358,2020-03-12T12:25:02.358,0.517,0.177,-0.993,0.031
1584015902378,2020-03-12T12:25:02.378,0.537,0.177,-0.993,0.029
1584015902398,2020-03-12T12:25:02.398,0.557,0.175,-0.992,0.029
1584015902419,2020-03-12T12:25:02.419,0.578,0.175,-0.993,0.029
1584015902438,2020-03-12T12:25:02.438,0.597,0.174,-0.991,0.030
1584015902458,2020-03-12T12:25:02.458,0.617,0.174,-0.993,0.031
1584015902477,2020-03-12T12:25:02.477,0.636,0.175,-0.993,0.028
1584015902498,2020-03-12T12:25:02.498,0.657,0.173,-0.992,0.027
1584015902517,2020-03-12T12:25:02.517,0.676,0.174,-0.993,0.028
1584015902537,2020-03-12T12:25:02.537,0.696,0.174,-0.994,0.030
1584015902556,2020-03-12T12:25:02.556,0.715,0.174,-0.993,0.027
1584015902577,2020-03-12T12:25:02.577,0.736,0.172,-0.994,0.028
1584015902597,2020-03-12T12:25:02.597,0.756,0.170,-0.993,0.030
1584015902616,2020-03-12T12:25:02.616,0.775,0.169,-0.994,0.029
1584015902637,2020-03-12T12:25:02.637,0.796,0.168,-0.995,0.031
1584015902656,2020-03-12T12:25:02.656,0.815,0.167,-0.993,0.031
1584015902676,2020-03-12T12:25:02.676,0.835,0.166,-0.994,0.032
1584015902695,2020-03-12T12:25:02.695,0.854,0.164,-0.995,0.033
1584015902716,2020-03-12T12:25:02.716,0.875,0.165,-0.993,0.036
1584015902736,2020-03-12T12:25:02.736,0.895,0.164,-0.993,0.036
